Gene	V2
GMFG	401
GMIP	2533
GML	378
GMNN	862
GMPPA	1313
GMPPB	2007
GMPR	1299
GMPR2	1305
GMPS	2398
GNA11	3542
GNA12	3494
GNA13	3619
GNA14	2263
GNA15	2073
GNAI1	1849
GNAI2	1962
GNAI3	26973
GNAL	2129
GNAO1	3165
GNAQ	4657
GNAS	1211
GNAT1	3399
GNAT2	557
GNAZ	2970
GNB1	1762
GNB1L	1407
GNB2	1389
GNB3	858
GNB4	3888
GNB5	1971
GNE	4295
GNG10	1001
GNG11	2819
GNG12	4168
GNG13	785
GNG2	1926
GNG3	664
GNG4	1240
GNG5	607
GNG7	3993
GNG8	73
GNGT1	499
GNGT2	749
GNL1	1895
GNL2	1810
GNL3	1233
GNL3L	5665
GNLY	627
GNMT	876
GNPAT	2200
GNPDA1	1640
GNPDA2	1696
GNPNAT1	3059
GNPTAB	4488
GNPTG	1240
GNRH1	1560
GNRH2	294
GNRHR	1311
GNRHR2	999
GNS	4148
GOLGA1	3834
GOLGA2	1735
GOLGA2P10	1034
GOLGA2P2Y	1206
GOLGA2P5	2682
GOLGA3	4955
GOLGA4	4609
GOLGA5	2640
GOLGA6B	1073
GOLGA7	998
GOLGA8A	3756
GOLGB1	8272
GOLIM4	2905
GOLM1	2555
GOLPH3	2283
GOLPH3L	2153
GOLT1A	563
GOLT1B	1081
GON4L	3833
GON7	927
GOPC	4325
GORAB	2026
GORASP1	2376
GORASP2	1842
GOSR1	1960
GOSR2	2344
GOT1	1657
GOT1L1	624
GOT2	2114
GP1BA	2314
GP2	1057
GP6	2010
GP9	689
GPA33	2348
GPAA1	1587
GPALPP1	1870
GPAM	5824
GPANK1	1256
GPAT2	2348
GPAT3	2443
GPAT4	1445
GPATCH1	2950
GPATCH2	3038
GPATCH2L	4444
GPATCH3	1925
GPATCH4	1605
GPATCH8	4435
GPBAR1	1260
GPBP1	2558
GPBP1L1	2776
GPC1	3417
GPC2	1026
GPC3	2339
GPC4	4759
GPC5	1339
GPC6	4157
GPCPD1	3116
GPD1	1774
GPD1L	3622
GPD2	2648
GPER1	2489
GPHA2	402
GPHB5	302
GPHN	1951
GPI	1839
GPKOW	1458
GPLD1	3195
GPM6A	1048
GPM6B	2953
GPN1	1628
GPN2	1176
GPN3	1169
GPNMB	2540
GPR1	1700
GPR101	1327
GPR107	4760
GPR108	1573
GPR119	1116
GPR12	4651
GPR132	2875
GPR135	4378
GPR137	1057
GPR137B	1589
GPR139	1300
GPR143	732
GPR146	1252
GPR15	2504
GPR151	2888
GPR155	4816
GPR156	2933
GPR157	3406
GPR158	3362
GPR160	1553
GPR161	4084
GPR162	1624
GPR17	1439
GPR171	719
GPR173	4285
GPR174	1058
GPR176	3344
GPR18	1268
GPR180	8684
GPR182	3211
GPR183	1485
GPR19	1008
GPR20	1364
GPR21	1395
GPR22	1581
GPR25	998
GPR26	10106
GPR27	2442
GPR3	1937
GPR31	1859
GPR32	1069
GPR33	1040
GPR34	1718
GPR35	1168
GPR37	5098
GPR37L1	6329
GPR39	2357
GPR4	2852
GPR42	1604
GPR45	1525
GPR50	1820
GPR52	1382
GPR55	1838
GPR6	1745
GPR61	2498
GPR62	1919
GPR63	5767
GPR65	4311
GPR68	2765
GPR75	1894
GPR78	1916
GPR82	3118
GPR83	4077
GPR84	1309
GPR85	3287
GPR87	1293
GPR88	3292
GPR89B	1202
GPRASP1	5686
GPRASP2	2480
GPRC5A	3379
GPRC5B	3929
GPRC5C	1382
GPRC5D	703
GPRC6A	2422
GPRIN1	4034
GPRIN2	1766
GPS1	1600
GPS2	1014
GPSM1	3095
GPSM2	2044
GPSM3	1102
GPT	1631
GPT2	2461
GPX1	697
GPX2	722
GPX3	1370
GPX4	597
GPX5	1134
GPX7	1027
GRAMD1A	2144
GRAMD1B	3909
GRAMD1C	2605
GRAMD2A	1811
GRAMD2B	2184
GRAMD4	1792
GRAP	2239
GRAP2	1345
GRASP	1690
GRB10	3151
GRB14	1351
GRB2	2285
GRB7	1492
GREB1	3807
GREB1L	4382
GREM1	3799
GREM2	3976
GRHL1	2832
GRHL2	3881
GRHL3	2669
GRHPR	1032
GRIA1	2838
GRIA2	2020
GRIA3	444
GRIA4	2033
GRID1	3507
GRID2	2152
GRIK1	2870
GRIK2	1930
GRIK3	3177
GRIK4	4217
GRIK5	3103
GRIN1	2905
GRIN2A	3918
GRIN2B	4223
GRIN2C	3503
GRIN2D	4893
GRIN3A	7570
GRIN3B	3081
GRINA	1537
GRIP1	859
GRIP2	4110
GRIPAP1	2554
GRK1	1837
GRK2	3183
GRK3	4486
GRK4	1975
GRK5	6598
GRK6	1956
GRK6P1	1511
GRK7	1797
GRM1	6646
GRM2	1710
GRM3	1374
GRM4	3451
GRM5	7727
GRM6	5227
GRM7	380
GRM8	1604
GRN	1788
GRP	624
GRPEL1	1013
GRPEL2	3563
GRPR	2217
GRSF1	2129
GRTP1	1222
GRWD1	2450
GSAP	2206
GSC	1064
GSC2	833
GSDMB	1586
GSDMC	2076
GSDMD	1547
GSDME	2016
GSE1	4848
GSG1	2190
GSG1L	1613
GSK3A	1975
GSK3B	3468
GSKIP	1617
GSN	2032
GSPT1	2389
GSPT2	2591
GSR	2376
GSS	1643
GSTA1	916
GSTA2	1021
GSTA3	575
GSTA4	1037
GSTA5	603
GSTCD	2973
GSTM1	946
GSTM2	952
GSTM3	614
GSTM4	1177
GSTM5	1384
GSTO1	615
GSTO2	1429
GSTP1	749
GSTT1	813
GSTT2	899
GSTT4	750
GSTZ1	1023
GSX1	1623
GSX2	906
GTDC1	1410
GTF2A1	2948
GTF2A1L	334
GTF2A2	419
GTF2B	1336
GTF2E1	1754
GTF2E2	1399
GTF2F1	1292
GTF2F2	2024
GTF2H1	1967
GTF2H2	1291
GTF2H3	1390
GTF2H4	940
GTF2I	3008
GTF2IP1	2181
GTF2IRD1	3039
GTF2IRD2	692
GTF3A	1074
GTF3C1	6728
GTF3C2	3210
GTF3C3	3162
GTF3C4	7515
GTF3C5	2055
GTF3C6	588
GTPBP1	3196
GTPBP10	1782
GTPBP2	2579
GTPBP3	2158
GTPBP4	2448
GTPBP6	1711
GTPBP8	1523
GTSE1	2736
GTSF1	607
GTSF1L	639
GUCA1A	1375
GUCA1B	2070
GUCA1C	636
GUCA2A	398
GUCA2B	404
GUCD1	3198
GUCY1A1	2809
GUCY1A2	7042
GUCY1B1	2375
GUCY1B2	629
GUCY2C	2501
GUCY2D	1147
GUCY2F	3528
GUF1	3893
GUK1	742
GULP1	768
GUSB	1794
GUSBP11	955
GUSBP14	346
GYG1	1643
GYG2	3023
GYPA	649
GYPB	264
GYPC	816
GYPE	1108
GYS1	3180
GYS2	2435
GZF1	3616
GZMA	696
GZMB	686
GZMH	677
GZMK	1306
GZMM	726
H1-0	2144
H1-1	448
H1-10	1316
H1-2	442
H1-3	466
H1-4	554
H1-5	481
H1-6	518
H1-8	774
H2AB3	167
H2AC1	208
H2AC11	2050
H2AC12	200
H2AC13	306
H2AC14	200
H2AC15	205
H2AC16	205
H2AC17	205
H2AC20	202
H2AC4	205
H2AC7	205
H2AC8	312
H2AJ	464
H2AP	338
H2AW	695
H2AX	1414
H2AZ1	674
H2AZ2	1020
H2BC10	195
H2BC11	195
H2BC12	195
H2BC13	292
H2BC14	195
H2BC15	1523
H2BC17	195
H2BC21	1994
H2BC3	195
H2BC4	372
H2BC5	309
H2BC6	300
H2BC7	996
H2BC8	1304
H2BC9	1860
H2BS1	266
H2BU1	2164
H2BW1	512
H3-3A	858
H3-3B	757
H3-4	285
H3C1	221
H3C10	1037
H3C11	221
H3C12	221
H3C14	1456
H3C2	309
H3C3	265
H3C4	759
H3C6	267
H3C7	221
H3C8	2211
H4-16	378
H4C1	138
H4C11	188
H4C12	138
H4C13	138
H4C2	245
H4C3	243
H4C4	138
H4C5	1287
H4C6	138
H4C7	127
H4C8	208
H4C9	1094
H6PD	7833
HAAO	997
HABP2	2785
HABP4	2451
HACD1	578
HACD2	3886
HACD3	3002
HACE1	2878
HACL1	1688
HADH	1631
HADHA	2734
HADHB	1753
HAGH	801
HAGHL	978
HAL	1115
HAMP	260
HAND1	1501
HAND2	1407
HAO1	1557
HAO2	1010
HAP1	5483
HAPLN1	4649
HAPLN2	790
HAPLN3	1757
HARS1	1746
HARS2	2234
HAS1	1910
HAS2	4040
HAS3	3030
HASPIN	2597
HAT1	1417
HAUS1	761
HAUS2	2190
HAUS3	2981
HAUS4	1287
HAUS5	2675
HAUS6	5592
HAUS7	992
HAUS8	1252
HAVCR1	1095
HAVCR2	1754
HAX1	920
HBA1	378
HBA2	377
HBB	429
HBBP1	748
HBD	367
HBE1	743
HBEGF	2133
HBG1	676
HBG2	387
HBM	349
HBP1	2033
HBQ1	330
HBS1L	1287
HBZ	473
HCAR1	4569
HCAR3	1856
HCCS	1401
HCFC1	8551
HCFC1R1	595
HCFC2	3037
HCG4	798
HCG4B	791
HCK	1825
HCLS1	1403
HCN2	3220
HCN3	3549
HCN4	6722
HCRT	378
HCRTR1	1442
HCRTR2	1637
HCST	329
HDAC1	1885
HDAC10	2150
HDAC11	1696
HDAC2	1469
HDAC3	1670
HDAC4	3001
HDAC5	3138
HDAC6	1844
HDAC7	3158
HDAC8	1445
HDAC9	2503
HDC	2177
HDDC2	784
HDGF	1901
HDGFL1	1901
HDGFL2	2017
HDGFL3	1592
HDHD2	1323
HDHD3	1165
HDHD5	1572
HDLBP	3223
HDX	2186
HEATR1	6722
HEATR3	3421
HEATR5A	4377
HEATR5B	6545
HEATR6	3222
HEBP1	980
HEBP2	1480
HECA	5446
HECTD1	5005
HECTD2	2553
HECTD3	3393
HECW1	6089
HECW2	4742
HEG1	5594
HELB	6996
HELLS	1952
HELQ	1380
HELZ	6860
HELZ2	3421
HEMGN	1884
HEMK1	2145
HENMT1	1464
HEPACAM	1389
HEPH	2643
HERC1	6177
HERC2	6945
HERC3	3968
HERC4	2626
HERC5	3311
HERC6	2339
HERPUD1	1192
HERPUD2	2594
HES1	1371
HES2	1176
HES4	727
HES6	1210
HES7	454
HESX1	648
HEXA	1292
HEXB	1594
HEXIM1	3400
HEXIM2	1035
HEY1	1976
HEY2	2426
HEYL	3877
HFE	1896
HFM1	2466
HGD	578
HGF	2501
HGFAC	1694
HGH1	2116
HGS	1994
HGSNAT	4351
HHAT	3385
HHATL	660
HHEX	1524
HHIP	3432
HHIPL1	4058
HHIPL2	2372
HHLA1	2068
HHLA2	2234
HHLA3	578
HIBADH	1678
HIBCH	1703
HIC1	3370
HIC2	6631
HIF1A	2347
HIF1AN	2856
HIF3A	1722
HIGD1A	1110
HIGD1B	370
HIGD2A	454
HIGD2B	944
HIKESHI	910
HILPDA	1061
HINFP	1658
HINT1	641
HINT2	451
HINT3	3125
HIP1	5743
HIP1R	3672
HIPK1	5760
HIPK2	9015
HIPK3	3959
HIPK4	2246
HIRA	3853
HIRIP3	1031
HIVEP1	4650
HIVEP2	7914
HIVEP3	6421
HJURP	2452
HJV	1139
HK1	3389
HK2	5569
HK3	2863
HKDC1	2540
HLA-A	1394
HLA-B	1086
HLA-C	1120
HLA-DMA	923
HLA-DMB	1071
HLA-DOA	2608
HLA-DOB	1170
HLA-DPA1	1184
HLA-DPB1	1183
HLA-DPB2	630
HLA-DQA1	1116
HLA-DQA2	1096
HLA-DQB1	1239
HLA-DQB2	1029
HLA-DRA	1079
HLA-DRB1	1010
HLA-DRB3	1007
HLA-DRB4	984
HLA-DRB5	1050
HLA-DRB6	890
HLA-E	2314
HLA-F	820
HLA-G	1228
HLA-H	890
HLA-J	759
HLA-L	1738
HLCS	2936
HLF	3675
HLTF	3727
HLX	2037
HM13	1444
HMBOX1	2170
HMBS	1217
HMCES	1518
HMCN1	13484
HMG20A	1594
HMG20B	1337
HMGA1	1642
HMGA2	1693
HMGB1	960
HMGB2	1069
HMGB3	1189
HMGB4	1280
HMGCL	1337
HMGCLL1	1729
HMGCR	3708
HMGCS1	1859
HMGCS2	657
HMGN1	1058
HMGN2	802
HMGN3	655
HMGN4	1568
HMGN5	775
HMGXB3	5038
HMGXB4	2859
HMHB1	113
HMMR	2541
HMOX1	1345
HMOX2	1050
HMX1	1084
HMX2	1428
HNF1A	1394
HNF1B	2482
HNF4A	4563
HNF4G	1684
HNMT	919
HNRNPA0	8513
HNRNPA1	1154
HNRNPA1L2	544
HNRNPA2B1	1540
HNRNPA3	2152
HNRNPA3P1	939
HNRNPAB	1526
HNRNPC	1273
HNRNPD	1064
HNRNPDL	1281
HNRNPF	1751
HNRNPH1	1139
HNRNPH2	2096
HNRNPH3	889
HNRNPK	1584
HNRNPL	1598
HNRNPLL	1820
HNRNPM	1505
HNRNPR	1721
HNRNPU	2630
HNRNPUL1	3182
HNRNPUL2	5014
HOGA1	1916
HOMER1	1448
HOMER2	1437
HOMER3	1188
HOMEZ	3478
HOOK1	3413
HOOK2	1727
HOOK3	4222
HOPX	930
HORMAD1	1064
HORMAD2	1915
HOXA1	2011
HOXA10	523
HOXA11	2016
HOXA13	4815
HOXA2	1486
HOXA3	1554
HOXA4	1293
HOXA5	1470
HOXA6	705
HOXA7	1816
HOXA9	1864
HOXB1	1834
HOXB13	3267
HOXB2	1362
HOXB3	2363
HOXB4	1802
HOXB5	1841
HOXB6	1476
HOXB7	842
HOXB8	1259
HOXB9	2386
HOXC10	853
HOXC11	2450
HOXC12	3066
HOXC13	2157
HOXC4	1508
HOXC5	1091
HOXC6	1451
HOXC8	2217
HOXC9	987
HOXD1	1686
HOXD10	1101
HOXD11	1282
HOXD12	879
HOXD13	2216
HOXD3	2103
HOXD4	936
HOXD8	1287
HOXD9	1671
HP	806
HP1BP3	1425
HPCA	648
HPCAL1	1404
HPCAL4	4400
HPD	1219
HPDL	1585
HPF1	1016
HPGD	1154
HPGDS	972
HPN	1567
HPR	827
HPRT1	827
HPS1	2084
HPS3	2534
HPS4	2775
HPS5	4203
HPS6	2449
HPSE	2080
HPSE2	2221
HPX	603
HR	5274
HRAS	883
HRC	1844
HRG	4072
HRH1	3357
HRH2	3493
HRH3	1470
HRH4	3464
HRK	5589
HROB	2289
HS1BP3	2400
HS2ST1	4377
HS3ST1	6960
HS3ST2	2117
HS3ST3A1	1428
HS3ST3B1	5169
HS3ST4	3067
HS3ST5	3701
HS3ST6	1054
HS6ST1	4023
HS6ST2	2697
HSBP1	1026
HSCB	659
HSD11B1	1095
HSD11B2	1229
HSD17B1	1119
HSD17B10	748
HSD17B11	1548
HSD17B12	1367
HSD17B14	813
HSD17B2	665
HSD17B3	879
HSD17B4	1531
HSD17B6	1163
HSD17B7	1217
HSD17B7P2	1201
HSD17B8	772
HSD3B1	772
HSD3B2	1475
HSD3B7	1974
HSDL1	2750
HSDL2	2728
HSF1	1858
HSF2	2435
HSF2BP	1382
HSF4	482
HSF5	3918
HSFY1	1213
HSFY1P1	1079
HSFY2	1041
HSH2D	1729
HSP90AA1	2813
HSP90AB1	2355
HSP90B1	2406
HSP90B2P	2184
HSPA12B	2888
HSPA13	3745
HSPA14	2638
HSPA1A	2283
HSPA1B	2324
HSPA1L	2344
HSPA2	2567
HSPA4	2189
HSPA4L	2643
HSPA5	3721
HSPA6	2155
HSPA7	1727
HSPA8	1999
HSPA9	1940
HSPB1	551
HSPB11	703
HSPB2	645
HSPB3	479
HSPB6	1260
HSPB7	1823
HSPB8	1908
HSPB9	350
HSPBAP1	1612
HSPBP1	1152
HSPD1	1607
HSPE1	356
HSPG2	12548
HSPH1	3306
HTATIP2	1019
HTATSF1	2128
HTN1	1006
HTN3	422
HTR1A	1578
HTR1B	1821
HTR1D	2635
HTR1E	1626
HTR2A	5229
HTR2B	1970
HTR2C	4024
HTR3A	1690
HTR3B	2076
HTR3C	1499
HTR3D	1246
HTR4	1542
HTR5A	2198
HTR6	3600
HTR7	3267
HTR7P1	4211
HTRA1	1469
HTRA2	1158
HTRA3	2301
HTRA4	1832
HTT	9881
HUNK	3100
HUS1	1624
HUS1B	825
HUWE1	8662
HVCN1	1286
HYAL1	1859
HYAL2	1691
HYAL3	1678
HYAL4	1113
HYAL6P	1079
HYDIN	3742
HYI	754
HYKK	1273
HYLS1	1752
HYOU1	3323
HYPK	633
IAPP	842
IARS1	3367
IARS2	3330
IBA57	4144
IBSP	1373
IBTK	4958
ICA1	1133
ICA1L	2871
ICAM1	2750
ICAM2	949
ICAM3	1376
ICAM4	1107
ICAM5	2829
ICE1	7424
ICE2	2133
ICK	5940
ICMT	2991
ICOS	2445
ICOSLG	4248
ID1	795
ID2	953
ID3	748
ID4	3673
IDE	3169
IDH1	2124
IDH2	1546
IDH3A	972
IDH3B	1224
IDH3G	1136
IDI1	1951
IDI2	1156
IDO1	1561
IDO2	1440
IDS	3383
IDUA	1319
IER2	1910
IER3	1044
IER3IP1	1451
IER5	4001
IFFO1	2513
IFFO2	4392
IFI16	2425
IFI27	336
IFI27L1	420
IFI27L2	261
IFI30	782
IFI35	999
IFI44	1168
IFI44L	2036
IFI6	615
IFIH1	3272
IFIT1	4105
IFIT2	3081
IFIT3	2221
IFIT5	3829
IFITM1	480
IFITM2	480
IFITM3	411
IFNA1	678
IFNA10	763
IFNA13	886
IFNA14	804
IFNA16	739
IFNA17	780
IFNA2	944
IFNA21	824
IFNA22P	371
IFNA4	778
IFNA5	787
IFNA6	924
IFNA7	537
IFNA8	869
IFNAR1	3364
IFNAR2	2407
IFNB1	639
IFNG	1011
IFNGR1	1785
IFNGR2	1163
IFNK	940
IFNLR1	3908
IFNW1	1732
IFRD1	2152
IFRD2	1718
IFT122	3059
IFT140	3635
IFT172	3137
IFT20	737
IFT22	937
IFT27	871
IFT43	603
IFT46	1383
IFT52	1442
IFT57	1344
IFT74	1897
IFT80	1621
IFT81	2415
IFT88	2513
IGBP1	1484
IGDCC3	1973
IGDCC4	5961
IGF1	3230
IGF1R	5761
IGF2	4743
IGF2BP1	708
IGF2BP2	3187
IGF2BP3	1915
IGF2R	10531
IGFALS	1916
IGFBP1	1314
IGFBP2	983
IGFBP3	2152
IGFBP4	2005
IGFBP5	6039
IGFBP6	758
IGFBP7	1226
IGFL2	547
IGFLR1	1316
IGFN1	1175
IGHMBP2	2190
IGLL1	551
IGLL3P	242
IGSF1	5213
IGSF11	1752
IGSF21	1283
IGSF23	546
IGSF3	6706
IGSF5	524
IGSF6	2071
IGSF8	2009
IGSF9	3856
IGSF9B	4767
IHH	2273
IK	1599
IKBIP	1997
IKBKB	2866
IKBKE	2503
IKBKG	1862
IKZF1	3747
IKZF2	3772
IKZF3	7275
IKZF4	3714
IKZF5	1454
IL10	692
IL10RA	2805
IL10RB	1703
IL11	1066
IL11RA	1488
IL12A	663
IL12B	2561
IL12RB1	1852
IL12RB2	2671
IL13	839
IL13RA1	3463
IL13RA2	709
IL15	1821
IL15RA	1109
IL16	2545
IL17A	1671
IL17B	470
IL17C	844
IL17D	1501
IL17F	688
IL17RA	6697
IL17RB	1795
IL17RC	1579
IL17RD	5425
IL17RE	2090
IL18	901
IL18BP	1284
IL18R1	2148
IL18RAP	2086
IL19	3341
IL1A	1924
IL1B	1200
IL1F10	890
IL1R1	3399
IL1R2	1229
IL1RAP	1753
IL1RAPL1	3415
IL1RAPL2	1437
IL1RL1	2131
IL1RL2	1432
IL1RN	1204
IL2	829
IL20	1010
IL20RA	1562
IL20RB	1729
IL21	685
IL21R	3586
IL22	684
IL22RA1	2617
IL22RA2	2601
IL23A	837
IL23R	2644
IL24	1141
IL25	829
IL26	866
IL27	844
IL27RA	2750
IL2RA	2225
IL2RB	3834
IL2RG	1324
IL3	724
IL31RA	2393
IL32	693
IL33	1956
IL34	1437
IL36A	690
IL36B	920
IL36G	789
IL36RN	2472
IL37	572
IL3RA	1336
IL4	322
IL4R	2408
IL5	477
IL5RA	1269
IL6	727
IL6R	3297
IL6ST	4053
IL7	910
IL7R	3513
IL9	405
IL9R	1787
ILF2	1649
ILF3	2791
ILK	1543
ILKAP	1112
ILRUN	3747
ILVBL	1633
IMMP1L	385
IMMP2L	629
IMMT	2458
IMP3	1037
IMP4	953
IMPA1	1040
IMPA2	1066
IMPACT	1830
IMPAD1	6514
IMPDH1	1927
IMPDH2	1391
IMPG1	1942
IMPG2	8152
INA	3051
INAVA	3655
INCENP	2346
INF2	3164
ING1	1964
ING2	1525
ING3	1402
ING4	866
ING5	2051
INGX	618
INHA	1151
INHBA	4477
INHBB	3006
INHBC	3002
INHBE	2260
INIP	1940
INKA2	5751
INMT	2338
INO80	5884
INO80B	805
INO80C	659
INO80D	8884
INPP1	1189
INPP4A	4549
INPP4B	4023
INPP5A	2363
INPP5B	3401
INPP5D	3423
INPP5E	3217
INPP5F	3885
INPP5J	2995
INPP5K	1673
INPPL1	3443
INS	308
INSIG1	2182
INSIG2	1520
INSL3	551
INSL4	1752
INSL5	515
INSL6	772
INSM1	2646
INSM2	2691
INSR	8107
INSRR	5000
INTS1	6264
INTS10	2258
INTS11	1573
INTS12	1366
INTS13	2331
INTS14	1719
INTS2	4459
INTS3	4388
INTS4	2654
INTS5	3085
INTS6	2526
INTS6L	3582
INTS7	3141
INTS8	1476
INTS9	1995
INTU	6048
INVS	2978
IP6K1	3634
IP6K2	1281
IP6K3	2311
IPCEF1	3385
IPO11	2834
IPO13	3683
IPO4	3234
IPO5	3588
IPO7	4343
IPO8	3353
IPO9	3361
IPP	2813
IPPK	3104
IQCA1	3006
IQCB1	2046
IQCC	1836
IQCD	1380
IQCE	3293
IQCF1	529
IQCG	1292
IQCH	2222
IQCK	1160
IQCN	4046
IQGAP1	5288
IQGAP2	4937
IQGAP3	5634
IQSEC1	5547
IQSEC2	2929
IQUB	2347
IRAK1	3188
IRAK1BP1	4207
IRAK2	3231
IRAK3	5626
IRAK4	3265
IREB2	3493
IRF1	1504
IRF2	1478
IRF2BP1	2334
IRF2BPL	3966
IRF3	1208
IRF4	4293
IRF5	2196
IRF6	3311
IRF7	1552
IRF8	1431
IRF9	856
IRGC	1061
IRGQ	9485
IRS1	7378
IRS2	7956
IRS4	3728
IRX1	1880
IRX2	2693
IRX3	1816
IRX4	1708
IRX5	2029
IRX6	2928
ISCA1	1668
ISCA2	859
ISCU	814
ISG15	437
ISG20	586
ISG20L2	2104
ISL1	1329
ISL2	1246
ISLR	2007
ISLR2	1515
ISM1	2890
ISM2	1346
ISOC1	1742
ISOC2	888
IST1	1139
ISX	3028
ISY1	1610
ISYNA1	1478
ITCH	3122
ITFG1	2003
ITFG2	1662
ITGA1	3736
ITGA10	3917
ITGA11	4520
ITGA2	6192
ITGA2B	1918
ITGA3	4501
ITGA4	3280
ITGA5	4018
ITGA6	4745
ITGA7	3534
ITGA8	5749
ITGA9	6305
ITGAD	3689
ITGAE	1399
ITGAL	3547
ITGAM	4489
ITGAV	4496
ITGAX	4297
ITGB1	2567
ITGB1BP1	649
ITGB1BP2	1080
ITGB2	2036
ITGB3	3543
ITGB3BP	739
ITGB4	4407
ITGB5	1932
ITGB6	3092
ITGB7	2592
ITGB8	5626
ITGBL1	2408
ITIH1	480
ITIH2	1230
ITIH3	725
ITIH4	1492
ITIH5	4325
ITK	2907
ITLN1	705
ITLN2	870
ITM2A	939
ITM2B	831
ITM2C	1759
ITPA	822
ITPK1	2176
ITPKA	1625
ITPKB	5073
ITPKC	3176
ITPR1	4753
ITPR2	7556
ITPR3	8911
ITPRID1	3069
ITPRID2	2930
ITPRIP	4147
ITPRIPL1	2558
ITPRIPL2	6195
ITSN1	3999
ITSN2	3825
IVD	3159
IVL	1952
IVNS1ABP	3728
IWS1	2586
IZUMO2	599
IZUMO4	669
JADE1	4452
JADE2	3259
JADE3	4004
JAG1	5066
JAG2	2949
JAGN1	1270
JAK1	4181
JAK2	3783
JAK3	5034
JAKMIP1	2452
JAKMIP2	4101
JAM2	3482
JAM3	3565
JAML	1296
JARID2	5763
JAZF1	1929
JCAD	7446
JCHAIN	794
JDP2	1380
JHY	2252
JKAMP	999
JMJD1C	5170
JMJD4	1879
JMJD6	1634
JMJD7-PLA2G4B	4611
JMY	8896
JOSD1	2351
JOSD2	663
JPH1	2297
JPH2	4197
JPH3	2618
JPH4	2434
JPT1	510
JPT2	1747
JRK	4774
JRKL	2940
JSRP1	738
JTB	1042
JUN	3057
JUNB	1630
JUND	1729
JUP	2734
KALRN	3134
KANK1	4534
KANK2	2760
KANK4	5299
KANSL1L	2442
KANSL2	1705
KANSL3	4617
KARS1	1777
KAT14	3317
KAT2A	2874
KAT2B	3398
KAT5	1641
KAT6A	7399
KAT6B	5071
KAT7	2949
KAT8	1223
KATNA1	1220
KATNAL1	2753
KATNAL2	1088
KATNB1	1823
KATNBL1	980
KAZALD1	1149
KAZN	3051
KBTBD11	6571
KBTBD12	1995
KBTBD2	2984
KBTBD3	1300
KBTBD4	2006
KBTBD6	5034
KBTBD7	4536
KBTBD8	1753
KCMF1	1729
KCNA1	4047
KCNA10	1759
KCNA2	6553
KCNA3	2276
KCNA4	3990
KCNA5	2710
KCNA6	5777
KCNA7	4172
KCNAB1	1661
KCNAB2	2256
KCNAB3	1775
KCNB1	11671
KCNB2	3548
KCNC1	339
KCNC2	336
KCNC3	3651
KCNC4	3062
KCND1	4484
KCND2	5630
KCND3	6406
KCNE1	2326
KCNE2	851
KCNE3	2618
KCNE4	2315
KCNE5	1273
KCNF1	2092
KCNG1	932
KCNG2	1241
KCNG3	3456
KCNG4	4979
KCNH1	6881
KCNH2	2609
KCNH3	3687
KCNH4	3523
KCNH5	4383
KCNH6	2728
KCNH7	3513
KCNH8	1238
KCNIP1	1814
KCNIP2	1005
KCNIP3	718
KCNIP4	1331
KCNJ1	1474
KCNJ10	3105
KCNJ11	2507
KCNJ12	5063
KCNJ13	1214
KCNJ14	3790
KCNJ15	2230
KCNJ16	1697
KCNJ2	4158
KCNJ3	3491
KCNJ4	1865
KCNJ5	4037
KCNJ6	3995
KCNJ8	2086
KCNJ9	4002
KCNK1	1518
KCNK10	3258
KCNK12	3947
KCNK13	2089
KCNK15	2314
KCNK16	835
KCNK17	1324
KCNK2	3179
KCNK3	5991
KCNK4	1127
KCNK5	3583
KCNK6	4060
KCNK7	173
KCNK9	2326
KCNMA1	4073
KCNMB1	4057
KCNMB2	2014
KCNMB3	1828
KCNMB4	4517
KCNN1	3425
KCNN2	2308
KCNN3	4258
KCNN4	1608
KCNQ1	2786
KCNQ2	889
KCNQ3	5289
KCNQ4	2906
KCNQ5	4501
KCNS1	4429
KCNS2	4448
KCNS3	2111
KCNT1	3854
KCNU1	1673
KCNV1	2727
KCNV2	1978
KCTD10	2485
KCTD11	2734
KCTD12	6031
KCTD14	1473
KCTD15	2088
KCTD16	13750
KCTD17	1122
KCTD18	2579
KCTD19	465
KCTD2	3390
KCTD20	4191
KCTD3	3593
KCTD5	2048
KCTD6	1355
KCTD7	3283
KCTD9	2295
KDELR1	1349
KDELR2	1883
KDELR3	1266
KDF1	1655
KDM1A	2827
KDM1B	3434
KDM2A	5034
KDM2B	4140
KDM3A	3757
KDM3B	5585
KDM4A	3689
KDM4B	4386
KDM4C	3516
KDM4D	2751
KDM5A	4459
KDM5B	5070
KDM5C	3753
KDM5D	4366
KDM6A	4662
KDM6B	4052
KDM7A	6083
KDM8	1689
KDR	5555
KDSR	2381
KEAP1	1940
KEL	1694
KERA	1962
KHDC1	1140
KHDC3L	837
KHDC4	1439
KHDRBS1	2311
KHDRBS2	2129
KHDRBS3	1290
KHK	2211
KHNYN	3835
KHSRP	1535
KIAA0040	2916
KIAA0100	7026
KIAA0232	7206
KIAA0319	5920
KIAA0319L	3380
KIAA0355	4613
KIAA0408	2295
KIAA0513	4081
KIAA0556	3395
KIAA0586	3074
KIAA0753	3848
KIAA0895	2045
KIAA0930	2623
KIAA1107	5560
KIAA1109	8622
KIAA1143	2836
KIAA1191	2146
