genes	453W	684C	CR3L	FLWA	FY2H	CYFZ	925L	9JD4	G4YW	4DUY	CZJE	36TS
INO80D	8.3072	7.465824	12.73191	6.61018	5.689874	5.8217	20.37606	16.3324	14.26796	19.09493	8.92409	8.29931
NDUFS1	50.35682	41.474684	52.682179241	38.9304565	52.9036506463	47.38468	50.53590946	35.19469719	53.8052210142	58.39975727	54.58322880576	36.207482
EEF1B2	237.061392	227.477928	338.682050106	272.48632	166.672694432	383.62441	441.90925	444.3309743	442.3775	345.43065	391.25975	347.7715
GPR1-AS	0.308464	0.256679	0.118533	0.34692	0.219169	0.407205	0.133426	0.141856	0.275383	0.193087	0.289328	0.0983446
ZDBF2	0.458474	0.790451	2.22835	0.499542	0.2787809	1.049054	1.1060787	0.3441348	1.01429	0.68037460501	1.997807	1.053796
ADAM23	0	0.014199	0	0.620286	0.285817	0.253871	0.722479	0.0907229	0.186513	0.3981525	0.762427	0
DYTN	1.263693	2.536334	1.66908	1.241609	0	4.3824	0.591134	0.7635539	3.13148	0.724537	3.98639	1.20234
FASTKD2	25.56529	31.032269	25.65605	21.23608	36.0992	19.199826	16.84327	23.810428	23.487285	30.753238	29.32007	18.28584
KLF7	45.15627	57.86337	55.27967	23.03113604061	41.48029	48.273428	34.621862	23.693498	26.641521	30.681391	51.430909	41.89037
KLF7-IT1	5.89246	1.01673	3.03605	0	1.62712	1.90087	0.629926	0.738983	0.379067	1.81923	1.58423	4.26639
AC007879.5	9.56798	11.627664	10.588306	3.6223	3.40142	6.181386	6.73737	2.721087	1.967318	7.193724	2.69416	5.94991
CREB1	96.51331	57.967024	71.387057	73.771088805	71.841975	70.17798	93.966345	80.598012	76.761728	91.094987371	65.379246	74.72480702068
METTL21A	29.455772	45.510736200515	33.166395	35.124131	28.375913	34.37951	31.976943	31.869589	36.553087	39.417734	35.52551	25.1855501
LINC01857	2.28579	0.981921	2.22903	2.24626	0	3.0553	2.36031	4.74334	0.911576	0.839967	1.40847	1.55705
CCNYL1	5.90514	1.875584	5.077618	7.851109	4.381843	4.673429	4.548059	3.313067	3.059652	1.395021	5.048826	5.143199
FZD5	0.295086	0.187187	0.450638	0.132251	0.916982	0.125194	0.0415768	0.195271	0.288543	0.104298	0.210807	0.609172
PLEKHM3	6.20382	3.707664	6.96066	3.939656	3.339106	4.5295046	9.50023	5.687779	4.3974734	3.662504	6.08034	5.52152
IDH1	42.409690039389	50.9090493	27.40756	48.914747	57.82017532684	42.00414102	42.339746	40.39849012	44.750355	37.892073	37.062033181	37.212125
PIKFYVE	9.28679	11.381809	12.091304	10.449015	9.057496	8.786698	12.437563	10.576401	8.01227	10.3216686	7.5037	9.938644
PTH2R	0.608282	0	0	0.792906	0	0.953129	1.073235	1.180258	0.4610705	0.60122	0.50931	0.284404
MAP2	0.0480162	0.0630009	0.0265749	0.0170311	0.0720189	0.467098	1.0632918	0.078565	0.0298533	0	1.838036	0.7872250110683
UNC80	5.786018	3.51896	7.15811	3.47516	4.003019	3.484702	6.77024	3.45713	4.877779	3.22818652458	5.34008	4.429487972757
RPE	35.326374	36.0514	22.942228	22.167973	32.629623	31.914938	26.0208041344	35.95330905	42.73191511644	40.16157	27.6842200033041	23.8655881065
KANSL1L	2.884125	3.3781928	2.05356	6.070056	5.239199	3.015616	5.494346	7.752284	5.726628	1.84128	3.24207	6.417377
RP11-260M2.1	5.74491	16.0449	9.12283	11.8309	6.41763	5.28687	21.1644	12.4348	11.6473	7.14446	1.47112	5.78791
AC007038.7	2.94575	3.36959	2.25581	2.7506	1.10947	1.01883	4.645	3.79498	4.60412	3.96012	0.685532	1.70605
LANCL1	25.72	17.62826311	17.3215028	14.6387309	16.2344050057732	29.170130441065	25.55013	24.7529169	22.28856630823	34.242711	16.173288	11.698903
IKZF2	4.306875	3.62307603046	9.48944212	3.329786	4.819876	7.179108	13.5881346032	10.687218	6.67793360609479	4.428982676	5.5288858	3.860373
RP11-105N14.1	0.56367	0	0.254989	0	1.50473	0.195256	2.13577	0.854168	0.17531	0.480161	0.651462	0
AC079610.2	3.52465	3.84445	4.72412	5.20661	4.11446	4.05817	4.76194	4.09688	3.2085	3.3138	4.00653	4.92933
SPAG16	9.199704	12.004976	7.819597	9.7084703	4.1380502	9.0603291	6.586319	8.7293917	10.977188	6.801539	10.5470246	1.16033
BARD1	14.95112	10.51396	5.8578307739	8.38565385214088	11.7779229335431	10.741837	11.084842	4.47304733	4.77423829	9.10470883111998	5.5862910649813	10.3300803148301
AC072062.1	1.42337	1.89728	1.34256	1.54875	1.07802	1.19765	3.02846	0.76091	1.16412	0.424109	1.23972	1.17112
ATIC	52.602666082	72.40175	50.26027	68.242532200278	54.46527	89.4063254	66.871122	70.76878	68.592632	94.705185	57.645064	50.27215
FN1	6.9762039	4.65816792	5.1187411501871	4.65910312207	6.0758635843523	4.8321797	2.3475771	2.93352938	2.549376936596	9.36499030182727	1.831308459	1.921037
MREG	5.268523	4.581128	4.604079	3.136585	2.241268	0.944868	2.155789	3.218599	5.393268	4.47483	1.001247	1.0064800448687
PECR	28.304597	25.909388	15.5671	25.76156	20.471904	19.47694	34.610406	18.822569	27.857021	22.374159	27.21524	21.200434
TMEM169	1.73779	2.05228	1.219778	0.370501	1.487388	1.276759	2.314924	2.3473752	3.789621	1.925803	0.261999	0.496904
XRCC5	268.250085	246.342227	222.317426	217.56079	270.72405	213.605755	202.367384	198.677265	198.730047	204.536961012518	219.1881	183.608975
RP11-566E18.1	0.0460327	0.459189	0.681776	0.90734	1.33877	1.38505	0.618349	1.38213	3.27084	1.45733	1.3245	0.922724
LINC01963	3.73961	2.37446	2.24214	1.84848	0.716556	1.5154	2.44034	3.1845	2.95964	1.80886	0.312023	0.909165
SMARCAL1	23.66065	21.691404	14.612679	16.448305	23.250098	23.308749	25.170457553	20.438265	18.567264199102	30.00802	13.42158054	17.991827
AC098820.3	9.00587	13.466816	11.5919	9.869648	7.662845	8.557982	11.190142	5.58136	12.14794	12.850782	4.314504	7.848718
RPL37A	150.038725	137.506372	88.82508	406.909433	116.00237	192.118116	265.536339	395.182727	329.549306	276.254475	141.461296	213.12801
DIRC3	0	3.31625	1.273317	0.48098	0.2010591	0.0949014	0.572243	0.913102	0.0345223	1.0696894	0.10643	0.320201
TNS1	7.48952525913	2.7015733	4.762855	4.841145	12.3971944450927	9.99996	8.0332559	10.367421	2.528146	6.8667919	4.114363	8.483754
RUFY4	2.7971069	1.39839	2.28611916	3.461988	6.370891	7.034215	2.981711	5.494444	4.760722	3.896638	1.663837	1.0696008
CXCR2P1	31.71100202077	31.3297	40.5059	75.7054	82.7227	39.5334	54.6215	63.879105	54.4591	50.6255	38.9826	43.1948
CXCR2	71.24687	49.15446	94.0368400070404	67.36535	47.02228	40.31884	59.75795	45.633029	63.94043	124.0088	50.81759	41.82421
CXCR1	30.4901	24.493	33.3687	42.9919	13.5875	15.1219	33.3827	8.89106	24.9402	56.3321	36.4268	13.4466
ARPC2	1569.27774	1410.404089	1219.73711	1299.411719	1688.43043	1388.993003	1045.47344	1057.6804	1265.51929	1187.19435	1417.001911	1206.58611
RP11-378A13.1	6.53621	4.48416	1.91258	2.5042	4.49626	6.26123	2.5653	3.2995	2.74764	4.23355	4.39015	3.31408
GPBAR1	77.46019	76.35735	55.998465	58.820118	111.21481	71.4592	55.587783	47.29036	88.190772	56.42212	68.62688	98.278542
AAMP	149.50304	155.38464	130.88806	153.844659	138.54376	126.84851	123.538941	127.490117	138.0151	148.302355	139.267503	124.163825
PNKD	55.859911	39.483278	52.0801200360534	37.73296	43.18177	41.630650036906	48.174711	45.575664	52.880141	77.224356	33.238305	55.607663
TMBIM1	259.491389	211.3809299	157.308419	215.615852	227.389187	211.692775	229.06578	192.626134	168.730582	205.188094	193.156358	184.25971803076
CATIP	4.756692	2.90458	3.213584	5.897385	5.140888	2.56417	5.47853	2.6003	2.415906	2.34655	2.60259	2.60041
SLC11A1	213.921097	158.146683	205.34601	177.853793	153.59384	117.0215845	145.7059	123.097395	175.797785	151.86849	125.8270906	198.430893
CTDSP1	76.35195916	69.328429	56.206791	90.37375	70.65767308051	56.846345	62.333549	68.483328626177	73.334636766	71.43193	57.81968	63.51348273
VIL1	1.648271	1.642618	3.36538	3.926637	4.353385	2.144455	14.073374	5.119278	0.681809	3.691871	3.153683	6.728815
USP37	7.6197	6.377267147313	8.1523637792	8.1556841	5.711078	9.54943	9.187247	10.20603	7.650066	9.138304	8.323549	3.694097
CNOT9	75.066207	82.721554	60.106555	73.558952	69.063539	62.377613	44.961351	46.088715	52.716463	44.580279	54.812278	39.4271296
PLCD4	1.67235777	1.544617	0.66337597055	0.5812	2.890591	3.71721600220345	2.120536	4.37459	2.633484	1.8648995	1.184042	1.289935
ZNF142	9.667504	9.162467355788	4.863457	12.992210244349	9.7538610267623	11.0919477975	7.8474571	8.50869900016284	9.79230006184266	11.45068	7.440028	8.31740400020186
BCS1L	68.694573	81.422976	52.62645139	56.291684	27.5901784629	56.013231001131	59.510984239991	72.120494	75.440249	62.6281871290949	51.377981	30.581359
RNF25	36.48325	29.1181137679	16.70815	22.98302	25.36529	30.29244	38.953687	30.82283	31.81839	39.56065	26.282440476281	13.60954
STK36	15.6805950002701	9.100105	15.354066	9.719909862	6.2120249	9.810307	8.844386477	14.4275300806	6.30220100021305	18.9699484	7.89668100221556	7.54233
TTLL4	24.538992153	28.989852	16.29807973781	19.919313	24.978881	17.44901	22.107271	11.752184	20.357093676	19.4483369506138	15.34186193	20.2699968
CYP27A1	33.415459	48.54106	46.322	44.66438	41.54071	39.625508	27.61448	16.4171639888	35.686666	41.760752	12.781163	19.007192
WNT10A	1.690079	2.55074	0	1.8147408	2.633389	0.9361353	0.737691	2.514545	3.793281	0.0948655	0.819661	0
NHEJ1	27.901765	26.50986	18.168555	28.950655	24.306069	20.20707	17.015342	24.23308	19.532732190442	29.96813	18.730301	22.049815
SLC23A3	1.600262	1.040828	2.383732	3.045885	0.590238	2.24233	1.503064	0.916231	1.308414	0.8363482	0.506753	0.394727
CNPPD1	143.11454	114.79631	103.8595	99.286107	134.29409	97.38641	98.82033	105.854065	97.632776	96.20992	113.495331	86.27434
FAM134A	11.021354	10.500318	10.660692	18.066353	11.66636	12.073086	12.051244	25.7874965	19.809591	29.331638	19.077692	12.81756
ZFAND2B	61.35996757	59.712453	51.353896	55.749204	63.26492162605	40.0410400298356	38.06356	56.186765	56.7961990021007	62.92465	42.32337	46.8705365040371
ABCB6	0.30059901135896	2.8126358	2.985502	9.095206	8.352817	5.58924893	4.167193	4.5400044	5.813023731	8.524425	2.334963	2.713344
ATG9A	38.876529	38.514151	50.071581	38.104561	50.744295	38.43325	40.34384	45.0243459	31.769369	52.3934010936052	34.905101	48.1168331
ANKZF1	99.63649	88.2614890999	126.427446906899	90.914249344	79.445693487	95.6218500028502	99.660846	119.5059	90.191183	126.12809	65.822811202	51.842597
GLB1L	4.440056	4.8279891	4.5468909	5.479225	12.6757881062271	3.181369	7.7906611	9.294592	6.324079	6.83850800899288	6.760452	13.9165060083088
STK16	35.19621	29.69795740903	15.310192	30.6349991	20.1803365	18.967348676832	20.942591	28.209496	12.060363	27.847245	27.82834238	24.232565
TUBA4A	265.03141	236.45856	280.758674	280.44452	218.76515	251.26307	286.89732	377.02389	252.699533	302.134078	287.485709	320.01704
DNAJB2	4.2645351	5.792332	4.469041	4.3714436	3.0717088	2.8235806419831	3.3697539	4.383795	3.333317	5.550763	6.7404869	4.2521988
DNPEP	63.36479012921	35.71454	72.97736692	59.59951499	37.50799	48.1205191371913	39.9523451	51.968102763	57.091813	38.034586	39.411366	44.45686712
SPEG	0.7738907	0.2555881	0.7088564	0.034948	0.0678728	0.1769468	0.641408	0.43541959	1.072473	0.717378	0.9559958	0.1715786
GMPPA	67.920161	54.986121	41.214582	52.08616	67.00757	40.79374123	33.07732	39.64434	40.160905	57.2454053123	46.418371	31.739238
CHPF	0.510569	4.531419	1.241431	1.797765	0.974533	1.349054	3.496098	2.760823	2.303849	2.724753	1.0658119	2.57753
OBSL1	0.514497	0.1736619	0.0222693	0.864184	0.1756092	0.1166638	0.3812385	0.2557299	0.1888009	0.4840122	0.5801286	0.2723307
STK11IP	42.22638	21.1662463	35.326688	35.152859	24.6174	32.377285	29.406653	23.811318	24.7452052956	36.74503	25.950486	29.86359
SLC4A3	0.934153000537322	0	0.486812	0.803094	0.1066686	0.320036	0.560599	0.63846950122648	0	1.04471200416471	0.70328450124889	0.52177950415118
EPHA4	14.972703	14.23503842	20.86577845	15.292494	9.9863871	16.1593658471	18.023092	11.02395	18.3408565884	10.41521	19.18842	13.078893052081
TMEM256P2	0	5.45699	16.7677	6.66944	4.05372	8.47186	9.77753	1.22241	13.7908	2.62716	13.3575	5.77148
SGPP2	1.43003	1.51989	2.08651	1.05649	0.239659	1.30967	0.274315	0.740298	0.408629	0.619663	1.26872	0.553153
RP11-16P6.1	1.01756	1.09296	0.874283	0.081735	1.21409	0.0805966	0.890728	0.59683	0.864138	0.513219	1.5727	0.13221
FARSB	23.7202	19.4708	12.8532	29.7988	19.8854	13.2604	14.1711	15.4631	16.4864	16.4737	18.6964	13.1464
ACSL3	45.883406	33.683038	35.132744	29.26846	31.33399	33.560485	26.755302	25.451875	22.853188	27.89769	31.577186	26.227039
KCNE4	6.623978	7.675394	4.390649	6.157155	5.661757	5.822651	9.132221	4.713232	7.043184	4.0922817	6.954	4.507484
AP1S3	5.272021	4.349085	4.080643159498	9.5029560277187	3.800775	5.01049	3.12936371	4.984753	4.373936	4.335656	8.2367357	2.928482
WDFY1	52.705339	57.02823	61.56457	57.44509	89.13513	58.7857	53.50942	51.58783	51.90535	55.97839	59.03867	56.43711
MRPL44	39.5395	26.3282	25.2779	34.5779	29.9499	32.6871	25.3035	33.2166	35.0821	26.3409	24.8354	27.004
SERPINE2	3.774108	2.512367	3.273108478	4.6390070526	1.6774220016895	2.539745	4.398746	7.509121	2.962843929495	6.286372	2.14688360402626	1.0681452
AC008072.1	2.66564	1.39978	1.35489	1.33412	2.28411	1.27453	3.55607	2.33735	2.18518	2.89887	0.882354	1.35287
FAM124B	1.9925525	2.264953363	1.2621802604	0.8824745	1.7850416	1.898125	1.831324	2.53037	1.842332	1.5374	1.558343	1.022966
CUL3	50.034842	68.2165202	50.6881446758	50.4618820076428	28.9084206939	43.75460375	32.103183209591	41.459721	43.205021	18.956698	41.3426029	33.832828
DOCK10	75.74543	77.663618	117.45573	93.832687	62.921052	68.76721	65.956909	50.377153	54.41241341201	47.621392	68.061655	55.294264
IRS1	0.618375	0.622542	2.6166	1.903252	1.048122	0.32546	0.272587	1.069079	0.474106	0.484096	1.812565	0.420321
RHBDD1	13.249137	20.092411757	26.421514	20.498843	24.0743896	20.329377	44.5212500211585	14.81912209	15.894645	25.562748	29.536714	22.3817537
COL4A4	0.4046	0.663171	0.628156	0.292568	0.1263	0.680655	0.464499	0.39269	0.815767	0.0227152	0.596756	0.0772419
COL4A3	2.922367	0.59127	1.919129	4.896185	0.3140697	1.1585616	4.363503	6.23383	2.979651	1.859805	5.647118	1.187974
AC097662.2	0.0446068	0.0882776	0.785499	0.1896699	0.220604	1.639549	0.0908841	0.701489	0.0838201	0.279221	0.076798	0.209838
MFF	74.2998330090551	75.038654	66.36868399	75.540747	70.296209	83.935016	86.716975	70.869081	77.193588	73.527968	86.67857	70.885477
AGFG1	13.608902	12.855489	10.62173	32.490778	8.68113	11.687723	5.44729	14.690023	20.4869019	7.022101	12.98733	14.333973
SLC19A3	4.240313	2.5885326	1.956603	4.044647	3.0310264	3.198018	4.380208	3.2508472	3.467826	2.4667595	1.7877836	0.4926156
CCL20	0.759377	1.56345	18.19238	4.436488	0.192233	204.479	1.772461	0	0	0.736255	30.34753	16.62061
PID1	46.41224	16.1250100014768	47.040323	31.69965	36.763331	17.396318	33.435053	16.486708	18.27968	8.241756	46.9016	45.6854
TRIP12	58.633242	49.835121	46.452303	36.411314	55.019568	38.20444	48.677742	44.089562	47.50601	57.186556	48.3028022	45.949263
FBXO36	3.119125	2.32514	1.810587	4.414322	2.813852	1.116197	0.3342423	0.889517	1.303385	2.245428	3.01884	1.16237
SLC16A14	0.0208429	0.300272	1.205091	0	0	0.259416	0.0646082	0.227575	0	0.447945	0	0
AC009950.2	24.22082	31.720492	22.814085	25.408455	33.36822	20.049901	19.908453	31.092112	33.72723	18.64974	21.781227	9.335439
SP110	188.79124	192.56327	167.462375	179.620868	182.96939	162.919500502193	179.3799	200.744907	202.165801	176.415076	186.42578	139.7111341614
SP140	36.749765	47.420458	44.094553	30.476881	34.0827	40.104913	61.202646	62.495505	32.005186	65.34589	41.367472	31.412288
SP140L	66.505380294623	65.5168	80.29758	53.865047	47.732549	45.02564	74.655588	65.42434	45.039077916	77.45503	52.174710903578	45.84271
SP100	256.34166	267.800988032299	360.76859	282.543408	278.6764	211.14464	265.59084	225.09091	276.35787	238.993939	284.444414	218.82524
RN7SL834P	26.9783	15.5173	46.2919	9.46682	25.9625	25.0539	24.6992	19.0997	16.8509	18.6204	32.1423	14.5975
HMGB1P3	12.9599	8.2119	9.60555	4.67268	8.15748	13.8909	11.7607	3.8823	8.27843	7.38029	1.09127	4.67912
LINC01907	3.78753	1.04517	1.23375	0.868173	1.5268	0.70443	0.581078	0.285771	0.62382	1.15791	0.682267	1.00322
CAB39	52.19314	41.497358	31.626515	61.211003	53.97722	46.4855979	36.331252	35.1064838	41.319995	30.110788	28.37629	24.848848
ITM2C	50.39803	105.255683	65.823	59.38877	36.02724	39.677941	35.510545	58.962752	47.59335178055	58.464655	44.4565400789158	34.64533716
GPR55	2.137671	2.387449	2.0411243	1.9806586	0.460163	3.39573	3.768207	2.51658	3.28845175716	4.6424059	6.0092397411604	5.411547
PSMD1	96.09474	87.657367	65.768629	90.329694	90.555029	70.3113	59.786011	43.9450555	50.866126	73.71516	55.825107	59.399996
ARMC9	1.393757	1.960937	0.93041174	0.603965	0.4382267	0.51388037	0.577205	0.889736	0.68571316	0.49669065548	1.884115	0.115821
AC017104.6	2.985701	1.085988	1.211861	1.53942	0	1.57961	1.32425	1.927655	1.04792	1.393867	1.554877	2.89565
B3GNT7	7.55697	5.77155	16.5938	8.366084	2.98969	9.4482	2.59086	1.73089	1.56012	2.88214	19.6359	9.20611
AC017104.2	11.5748	8.32082	5.51071	9.20076	4.33651	3.72806	5.26268	2.38309	3.28282	3.36938	5.7478	3.23397
NCL	352.837176	347.611178	351.05062	296.9352	291.6641	353.461848	285.023595	246.962022	279.958798	313.76583	453.617342	367.562582
SNORA75	0	0	0	0	0	0	0	0	0	0	0	0
NMUR1	15.353	7.1141	6.41416	9.54973	3.26908	6.20251	8.49214	8.34939	13.258	6.93943	7.38199	4.34306
PTMA	1215.537197	1350.23491	958.844556	1202.77641	1196.395115	1188.31596	679.064024	713.428138	814.1228	670.585882	1143.129256	830.1103
PDE6D	34.767367	44.518558	40.3856	34.39634	43.014801	44.75295	35.70228	31.664046	41.370288	38.06484	33.441021	39.850508
COPS7B	38.503696	44.365538532297	45.644068	54.742382	35.939995	42.218145	36.234315	38.613119	39.823685	40.338829	38.772377615136	30.2006
DIS3L2	16.5484	14.52198602231	15.5548995	21.099172	12.5441254	20.052692	18.1714344	14.996989	18.0775054486	18.69442	22.957813	22.185499
TIGD1	18.8172	11.2171	17.75	17.027	15.9173	12.6102	19.569	12.061	10.8141	13.2987	10.6111	10.561
EIF4E2	76.5797	74.60066	120.567913	79.446341	94.151491	89.091987	72.233031	81.49065	68.212554	67.738496	86.398967	85.985061
AC073254.1	5.47715	5.603952	6.064019	11.151651	6.181091	1.907768	8.15058	1.5346	1.821256	6.15646	3.10616	5.754514
GIGYF2	42.898274482	38.5819742087028	46.782368115802	35.451589000944	27.962732	40.1452935875	62.6025346973	46.35748739	59.817509	49.175729867399	54.0676180568526	37.6260827
KCNJ13	3.7787703	2.266179	0.84742	1.301787	1.048825	0.39306	2.0009941	1.7592622	1.4536957	0.963239	1.114514	0.748944
INPP5D	178.636293	178.346013	183.45816	151.088961	173.068446172	161.94653	190.992720083233	142.66473	137.30183	145.431063713	159.79729	143.688768
ATG16L1	31.3827134376	27.392394140751	34.20637943	30.375816851641	25.446583	31.5967309758538	39.0980404	22.8725372312524	32.770366	31.177802	25.25816	25.064702417
SAG	1.053742	1.06538	3.180224	0.836109	0.916907	1.0903298	0.927649	0.66744577	0.808655	1.56644	1.123138	0.9237862
RP11-400N9.1	1.00101	1.01335	0.698407	0.454567	0.842189	1.05095	1.51337	0.523239	0.795368	0.376554	0.99177	1.04538
DGKD	42.594799	51.846294	51.0173053	53.489709	36.38938	30.90437	51.7127725	59.0307572	35.081844	40.390529	31.13048786	30.544729
USP40	14.017195245568	10.347034	7.25718713877	13.238102	12.794062	8.5847010873792	8.562275	13.845999	13.727485	9.6207933	9.761270995	9.511928792588
HJURP	1.339821	3.466608	2.013461	0.876971	1.460016	0.6991070209	1.80354	1.599419	1.010452	4.75918300420243	1.908242	2.809907
MSL3P1	0.517374	0.942742	0	0	1.5575500495882	0	0	1.533195	1.3115	0.653157	0.452006	0
AC005538.3	0.335037	1.45302	1.57706	0.262124	0.365835	1.16215	3.51792	1.08533	0.317164	1.71614	1.83026	0.559498
LINC01891	7.81196	14.8194	9.12467	4.38752	7.25304	2.61199	5.18896	8.11248	9.87644	6.80848	7.23215	3.72629
ARL4C	95.1698	57.9354	71.7468	103.4175	44.5756	59.6616	31.14859	46.4887	42.8348	33.5422	116.013	87.2067
SH3BP4	1.33016224323	0.0539754	1.938323252	2.164701	0.6157329	0.763631	1.226741	0.57595	0.894576	0.407869	2.546117910707	0.258402
AGAP1	1.59802812255	2.8267207	0.7531530481	0.96267800246787	1.59821880044953	2.04070024	0.7429457	0.54603900569279	1.8462162113577	0.18112100328741	3.3424696	0.72102280153731
IQCA1	3.090291	0	0.70697	0	0.50586	0	0.1955044	0	0.3678397	0.1599116	0.954874	0.294491
ACKR3	4.13649	3.044139	1.00713	1.760598	3.09416	5.9525	2.589898	1.52145	3.508144	2.972289	1.862665	2.60424
AC105760.2	0.730523	2.95064	0.686638	1.66199	2.24129	1.13938	0.726707	2.068	0.892523	1.22106	1.50429	2.01428
COPS8	107.17994	79.81923	83.54655	96.44651	79.67501	63.283296	50.48927	47.85617	59.416639	72.300963	81.12578	57.76403
COL6A3	0.0713458	0.6233881	0.50376950349027	0.0534271	0.7374952	0.2491711	1.9390758	0.2138744	0.4025519	0.82859320501915	0.4201691	0.3570566
LRRFIP1	210.989962	174.414025	180.439064	192.400616	175.953351	137.313265	154.087925	159.46937	149.536571	180.457531	113.27347734	137.97505
RBM44	1.528434	0.0269057	0.816991	1.12023	1.3765	0.846793	1.351288	0.906028	0.946929	0.786036	0.3742601	0.964135
