gene	LAU125	LAU1255	LAU1314	LAU355
AC090971.1	2	0.68	1.94	0.99
AC090984.1	0	0	0	0
AC091045.1	0.41	0.58	0.69	0.94
AC091047.1	0	0	0	0
AC091051.1	0	0	0	0
AC091057.1	2.99	1.42	3.77	1.86
AC091069.1	0	0	0	0
AC091078.1	0	0	0.05	0
AC091078.2	0	0	0	0
AC091096.1	0	0	0	0
AC091132.1	0.07	0	0.24	0.06
AC091132.3	1.06	0.4	0.62	0.99
AC091133.1	0	0	0	0
AC091151.1	0	0	0	0
AC091153.4	0.08	0	0	0
AC091167.1	0	0	0	0
AC091167.4	0	0	0	0
AC091167.5	2.01	0.69	1.01	1.57
AC091177.1	0	0.3	0.22	0.16
AC091178.1	0	0	0	0
AC091189.1	0	0	0	0
AC091199.1	0.13	0.06	0.07	0.33
AC091271.2	0.07	0.01	0.04	0
AC091304.1	0	0	0	0
AC091304.3	0	0	0	0
AC091305.1	0	0.05	0.01	0.05
AC091320.1	0.23	0.05	0	0.23
AC091321.1	0	0	0	0
AC091435.1	0	0	0	0
AC091435.2	0	0	0	0
AC091439.1	0.28	0.39	0.48	0
AC091487.1	0	0	0	0
AC091492.1	0.22	0	0.2	0
AC091492.2	0.13	0.12	0	0
AC091493.1	0	0	0.07	0
AC091493.2	0	0	0	0
AC091524.5	0.35	0.16	0.48	0.45
AC091551.1	0.91	0.11	0	0.3
AC091558.1	8.72	1.4	4.22	4.16
AC091559.1	0	0	0	0
AC091565.1	4.63	2.33	2.05	3.86
AC091565.2	4.36	0.99	1.26	2.76
AC091565.3	0	0	0	0
AC091565.4	0	0	0	0
AC091588.1	0.01	0	0	0
AC091609.1	0.86	1.17	1.37	1.45
AC091611.1	0	0	0	0
AC091613.1	4.21	1.86	0.73	1.64
AC091633.1	0	0	0	0
AC091633.2	0.06	0	0.09	0.15
AC091633.3	0.19	0.7	1.49	1.58
AC091643.1	0	0	0	0
AC091654.7	0	0	0.11	0.1
AC091654.8	0	0	0	0
AC091697.1	0	0	0	0
AC091705.1	0	0	0	0
AC091705.2	0	0	0	0
AC091729.1	0.57	0.11	0.41	0.16
AC091729.7	0	0	0	0
AC091729.8	0	0	0	0
AC091729.9	5.78	2.02	2.8	2.13
AC091736.1	0	0	0	0
AC091736.10	0	0	0	0
AC091736.11	0	0	0	0
AC091736.2	13.59	3.07	4.19	3.82
AC091738.1	3.96	4.47	5.86	2.66
AC091770.3	0	0	0	0
AC091801.1	0	0	0.06	0
AC091805.1	1.87	0.38	0.04	0
AC091812.1	2.57	0.33	0.03	0
AC091813.2	0	0	0	0
AC091814.2	0	0	0	0
AC091814.3	0.08	0.27	0.34	0.4
AC091849.1	3	1.89	3.41	3.67
AC091866.1	0	0	0	0
AC091878.1	0.63	1.01	0.27	0.39
AC091953.1	0	0	0	0
AC091953.2	0	0	0	0
AC091953.3	0	0	0	0
AC091962.3	0	0	0	0
AC091977.1	0	0	0	0
AC091978.1	0	0	0	0
AC091978.2	0	0	0	0
AC091982.1	0.06	0	0	0.12
AC092013.1	0	0	0.29	0
AC092017.1	0	0	0	0
AC092018.1	0	0	0	0
AC092028.1	0	0	0	0
AC092031.1	0.01	0.01	0.02	0
AC092032.1	0	0	0	0
AC092037.2	7.54	9.39	8.5	9.1
AC092038.1	0	0	0	0
AC092047.1	0	0	0	0
AC092048.1	0	0	0	0
AC092066.6	0	0	0	0
AC092067.1	0	0.12	0.14	0
AC092067.2	0.04	0.06	0.16	0.15
AC092068.1	0.34	0.03	0.28	0.39
AC092070.1	0.42	1.23	1.49	0.37
AC092080.1	2.07	0.05	2.36	2.23
AC092099.1	0	0	0	0
AC092100.1	0	0	0	0
AC092100.2	0	0	0	0
AC092100.3	0	0	0	0
AC092100.4	0	0	0	0
AC092100.5	0	0	0	0
AC092100.6	0	0	0	0
AC092100.7	0	0	0	0
AC092100.8	0	0	0	0
AC092106.1	0	0	0	0
AC092106.2	0	0	0	0
AC092111.2	0.88	0.45	0.32	0.49
AC092116.1	0	0	0	0
AC092117.1	0	0	0	0
AC092120.1	0.03	0	0	0.01
AC092123.1	0.61	0.48	0.54	0.5
AC092130.1	0	0	0	0
AC092139.1	0	0	0	0
AC092139.2	0	0.11	0	0.03
AC092143.1	0.23	0.15	0.59	0.33
AC092143.2	0	0	0	0
AC092143.3	0	0.02	0	0
AC092145.1	0.07	0.1	0.6	0.48
AC092148.1	0	0	0	0
AC092155.1	0.12	0.12	0.35	0.05
AC092155.4	0	0	0	0.04
AC092156.1	0	0	0	0
AC092156.10	0	0	0	0
AC092156.2	0	0	0	0
AC092156.3	0	0	0	0
AC092156.4	0	0	0	0
AC092156.5	0	0	0	0
AC092156.6	0	0	0	0
AC092156.7	0	0	0	0
AC092156.8	0	0	0	0
AC092156.9	0	0	0	0
AC092159.2	0	0.01	0.14	0.16
AC092159.3	0	0	0	0.04
AC092162.1	0	0.04	0.02	0
AC092162.2	0	0	0	0
AC092165.2	0.15	0.27	0.07	0.64
AC092168.2	0	0.35	0	0
AC092168.3	0	0	0	0
AC092168.4	0	0	0	0
AC092170.1	0	0	0	0
AC092171.2	0.17	0.03	0.03	0.03
AC092171.4	1.59	0.59	0.52	0.39
AC092198.1	0.17	0	0	0.09
AC092265.1	0	0	0	0
AC092275.1	0.03	0	0	0
AC092278.1	0	0	0	0
AC092279.1	0.51	0.23	1.29	0.77
AC092279.3	0	0	0	0
AC092289.1	0	0	0	0
AC092291.1	0	0	0	0
AC092295.1	1	0.35	1.45	2.5
AC092295.2	0.45	0.42	0.58	0.65
AC092295.3	0.06	0.02	0.08	0.09
AC092295.4	0	0	0	0
AC092295.5	1.87	0.69	0.63	2.52
AC092296.1	0	0	0	0
AC092296.2	1.97	0.27	3.8	3.73
AC092329.2	0	0	0	0
AC092332.1	0	0	0	0
AC092338.5	0.06	0	0.04	0.02
AC092364.2	0.73	0.86	0.88	0.82
AC092365.1	0.07	0	0.14	0
AC092375.3	0.15	0.29	0.1	0.58
AC092375.4	0	0	0	0
AC092375.5	1.52	0.42	0	0
AC092375.6	0	1.65	4.77	2.33
AC092375.7	0.05	0	0.89	0.21
AC092384.2	0	0	0.15	0.08
AC092415.1	0.92	1.19	1	2.27
AC092421.1	0	0	0	0
AC092423.1	0.07	0	0	0
AC092431.1	3.88	0.95	0.06	0.02
AC092431.3	0.14	0	0.21	0.12
AC092435.1	0	0	0	0
AC092436.1	0	0	0	0
AC092436.2	0	0	0	0
AC092436.3	0	0	0	0
AC092436.4	0	0	0	0
AC092436.5	0	0	0	0
AC092438.1	0	0	0	0
AC092451.1	0	0	0	0
AC092455.1	0	0	0	0
AC092470.1	0	0	0	0
AC092470.2	0.18	0.11	0	0.41
AC092484.1	0.37	0.03	0.06	0
AC092485.1	0.16	0	0.08	0
AC092490.1	3.59	4.84	4	3.19
AC092490.2	1.11	0.62	1.22	0.92
AC092535.1	0	0.02	0.06	0.05
AC092535.2	0.21	0.1	0.53	0.47
AC092535.3	0	0	0.01	0.09
AC092568.1	0	0	0	0
AC092569.2	0	0	0	0
AC092570.1	0	0	0.31	0
AC092570.2	0.23	0	0	0
AC092570.3	0	0	0	0
AC092570.4	0	0	0	0
AC092573.2	0.09	0	1.29	0.41
AC092574.1	0	0	0	0
AC092574.2	0	0	0	0
AC092576.1	0	0	0	0
AC092578.1	0	0	0	0
AC092579.1	0.71	0.1	0.55	0.71
AC092580.1	0	0	0	0
AC092580.2	0	0	0	0
AC092580.3	0	0.06	0.18	0
AC092580.4	0.47	7.6	3.31	6.61
AC092597.3	0.76	0.11	0.58	0.2
AC092601.1	0	0	0	0
AC092610.1	3.72	0.69	0.37	1.58
AC092610.12	0.57	0.16	0.8	0.42
AC092610.8	0	0	0.18	0
AC092614.2	0.74	0.08	0	0
AC092620.2	0	0	2.22	2.1
AC092620.3	0	0	0.04	0.27
AC092625.1	0	0	0	0
AC092628.3	0	0	0	0
AC092635.1	0	0	0	0
AC092636.1	0.09	0	0	0.07
AC092638.1	0	0	0	0
AC092638.2	0	0	0	0
AC092641.1	0.01	0	0	0.03
AC092641.2	0.07	0.06	0.57	0.66
AC092642.1	0	0	0	0
AC092646.1	0.01	0	0.01	0
AC092646.2	0	0	0	0
AC092651.1	0	0	0	0
AC092652.1	0.69	0.09	0.05	0.12
AC092653.1	0.18	0.47	0.24	0.04
AC092653.2	0	0.03	0	0
AC092656.1	0	0	0	0
AC092657.2	0	0	0	0
AC092660.1	0	0	0	0
AC092662.1	0	0	0	0
AC092662.2	0	0	0	0
AC092662.3	0	0	0	0
AC092662.4	0	0	0	0
AC092662.5	0	0	0	0
AC092662.6	0	0	0	0
AC092662.7	0	0	0	0
AC092664.1	0.04	0.02	0	0
AC092667.2	0.51	0.26	0.05	0.08
AC092669.1	0	0	0	0
AC092669.2	0	0	0	0
AC092669.3	9.53	5.41	8.52	9.68
AC092669.6	0	0	0	0
AC092670.1	0.56	0	0	0
AC092675.1	0	0	0	0
AC092675.3	0	0	0	0
AC092675.4	0	0	0	0
AC092681.1	0.02	0	0.01	0.02
AC092683.1	0	0	0	0
AC092683.2	0	0	0	0
AC092683.3	0	0	0	0
AC092684.1	0	0	0	0
AC092687.3	0	0	0	0
AC092687.4	0	0	0	0
AC092687.5	0	0	0	0
AC092701.1	0	0	0	0
AC092705.1	0.01	0	0	0
AC092718.1	0	0.02	0	0
AC092724.1	0	0	0	0
AC092745.1	0	0	0	0
AC092755.4	0	0	0	0
AC092757.1	0	0	0	0
AC092786.1	0	0	0	0
AC092796.1	0	0	0	0
AC092798.2	0.15	0.14	0.73	0.69
AC092801.1	0.03	0	0	0.01
AC092807.1	0.26	0.18	0.61	0.37
AC092811.1	0.07	0.07	0.29	0.41
AC092812.1	0	0	0	0
AC092821.1	0.97	0.06	0.06	0.65
AC092835.2	0.29	0.04	0.18	0.31
AC092839.3	0.1	0	0.05	0
AC092839.4	0	0	0	0
AC092841.1	0	0	0	0
AC092846.1	0	0	0	0
AC092851.1	0	0	0	0
AC092865.1	0	0	0	0
AC092868.1	0	0	0	0
AC092896.1	0	0	0	0
AC092898.1	0.03	0	0	0.03
AC092902.1	0	0	0	0
AC092903.1	0	4.29	0	0
AC092905.1	0	0	0	0
AC092925.1	0	0	0	0
AC092933.3	0.31	0	0	0
AC092933.4	0.52	0.39	0.55	1.07
AC092958.1	0	0	0	0
AC092964.1	0	0	0	0
AC092965.1	0	0	0	0
AC092966.1	0	0	0	0
AC093004.1	0	0	0	0
AC093004.2	0	0.46	0	0.02
AC093028.1	0	0	0	0
AC093081.1	0	0	0	0.13
AC093084.1	0.11	0	0	0
AC093087.1	0.47	0.25	0.61	1.01
AC093106.4	0	0	0	0
AC093106.5	0	0	0	0.05
AC093106.6	0.16	0	0	0
AC093107.7	0.13	0	0	0
AC093110.3	3.44	1.46	2.43	2.57
AC093142.2	0.18	0.09	0.27	0.08
AC093159.1	0	0.66	0	0
AC093162.1	0	0	0	0
AC093162.2	0.04	0.01	0.04	0.13
AC093162.3	0	0	0	0
AC093162.5	0.01	0.86	1.54	1.11
AC093166.1	0	0	0	0
AC093166.2	0.29	0	0	0
AC093166.3	0	0	0	0
AC093166.4	0	0	0	0
AC093168.1	0	0.05	0.02	0.02
AC093169.5	4.7	3.12	0.53	1.28
AC093171.1	0	0.1	0	0
AC093227.1	0	0	0	0
AC093249.1	19.52	16.7	1.05	1.36
AC093264.4	0.25	0.05	0.42	0.54
AC093267.1	0	0	0	0
AC093304.1	0	0	0	0
AC093311.1	0	0	0	0
AC093311.2	0	0	0	0
AC093311.3	0	0	0	0
AC093311.4	0	0	0	0
AC093323.3	5.7	4.26	10.62	9.97
AC093326.1	0	0	0	0
AC093326.2	0	0	0	0
AC093326.3	0	0	0	0
AC093331.1	0	0.01	0	0
AC093334.1	0.13	0	0	0
AC093375.1	0	0.1	0.05	0.05
AC093376.1	0.18	0.06	0.18	0.23
AC093381.2	0	0	0	0
AC093382.1	1.12	1.07	0.08	0.14
AC093388.3	0.07	0	0	0
AC093390.1	0	0	0.03	0
AC093393.1	0	0.01	0	0
AC093415.3	0.39	0.14	0	0
AC093419.1	0	0	0	0
AC093420.1	0.03	0.04	0.08	0
AC093484.4	0	0.09	0.16	0
AC093484.6	8.52	1.5	5.05	4.74
AC093495.1	0	0	0	0
AC093495.4	0.49	0.24	0.29	0.21
AC093510.1	0.08	0	0	0.03
AC093510.2	3.95	1.54	1.88	1.85
AC093515.1	0	0	0	0
AC093520.1	0	0	0	0
AC093520.2	0.29	0.08	0	0.01
AC093525.1	3.42	2.18	2.6	4.04
AC093536.1	0	0	0.05	0
AC093577.2	0	0	0	0
AC093577.4	0	0	0	0
AC093585.6	0	0.06	0	0
AC093590.1	0.24	0	0.01	0
AC093599.2	11.92	0.4	0	0.02
AC093600.1	0	0	0	0
AC093600.2	0.5	0.68	0.65	0.84
AC093609.1	0.05	0.35	0.05	0.23
AC093611.1	0	0	0	0
AC093616.1	0	0	0	0
AC093616.4	1.59	2.31	0.75	0.74
AC093620.5	0	0	0	0
AC093627.10	0.87	0.17	0.75	0.36
AC093627.11	0	0	0	0
AC093627.12	0	0.09	0	0
AC093627.6	0	0	0.07	0.11
AC093627.7	0	0	0	0.21
AC093627.8	0	0	0	0
AC093627.9	1.49	0.12	0.7	0.62
AC093628.1	0	0	0	0
AC093639.1	0	0	0	0
AC093642.1	0	0	0	0
AC093642.3	0.31	0.81	2.27	3.62
AC093642.4	0.05	0.32	0.68	3.27
AC093642.5	12.42	7.33	13.14	17.14
AC093642.6	0	0	0	0
AC093662.1	0.29	0	0.19	0.03
AC093668.1	0	0	0.19	0
AC093668.2	0	0	0	0
AC093668.3	2.29	3.03	7.02	11.88
AC093668.5	0	0	0.32	0.12
AC093673.5	4.44	3.27	4.03	4.43
AC093677.1	0.21	0.66	0.13	0.04
AC093680.1	0	0	0	0
AC093690.1	0.03	0.02	0.16	0.19
AC093693.1	0	0	0	0
AC093693.2	0	0	0	0
AC093698.1	0	0	0	0.04
AC093698.2	0	0.28	0.11	0.05
AC093698.4	0	0	0	0
AC093700.1	0	0	0	0
AC093702.1	0	0	0	0
AC093716.1	0	0	0	0
AC093724.2	0.64	0.27	0.52	0.29
AC093732.1	0.06	0.05	0.17	0.05
AC093734.13	0	0	0.02	0
AC093734.14	0	0	0	0
AC093738.1	0	0	0	0
AC093752.1	0.07	0.07	0	0
AC093766.1	0	0	0	0
AC093784.1	0	0	0	0
AC093787.1	0.21	0	0	0
AC093799.1	0	0	0	0
AC093802.1	0.13	0.12	0.1	0.03
AC093806.1	0	0	0	0
AC093813.1	0	0	0	0
AC093817.1	0	0	0	0
AC093818.1	0.62	0.52	2.21	1.34
AC093822.1	0	0	0	0
AC093824.1	0	0	0	0
AC093827.1	0.09	0.15	0.12	0.22
AC093838.4	1.05	1.06	2.15	2.74
AC093843.1	0	0	0	0
AC093850.1	0.31	0	0	0
AC093850.2	0.04	0.08	0	0
AC093859.1	32.33	16.6	5.47	0.39
AC093865.1	0	0	0	0
AC093874.1	0	0	0	0
AC093874.2	0	0	0	0
AC093895.1	0	0	0	0
AC093897.1	0	0	0	0
AC093899.3	0	0	0	0.28
AC093901.1	0.25	0.06	0	0.14
AC093905.1	0	0	0	0
AC093911.1	0	0	0	0
AC093912.1	0	0	0	0
AC093927.1	16.69	19.65	16.9	24.69
AC094019.4	0.36	0	0.48	0.57
AC094106.1	0	0	0	0
AC094106.2	0	0	0	0
AC095030.1	0	0	0	0
AC095047.1	0	0	0	0
AC095055.1	0.15	0.12	0.1	0.54
AC095061.1	0	0	0	0
AC096507.1	0	0	0	0
AC096536.1	0	0	0	0
AC096540.1	0	0	0	0
AC096543.1	0	0	0	0
AC096546.1	0	0	0	0
AC096552.1	0	0	0	0
AC096554.1	0	0	0	0
AC096558.1	0	0	0.05	0.08
AC096559.1	46.5	2.94	2.02	0.87
AC096559.2	0.07	0	0	0
AC096563.1	0	0	0	0
AC096565.1	0	0	0	0
AC096570.1	0	0	0	0
AC096570.2	0	0	0	0
AC096571.1	0	0	0	0
AC096574.4	0	0	0	0.01
AC096574.5	0.11	0.02	0	0.02
AC096579.13	0	0.26	7.81	1.12
AC096579.7	7.56	282.63	796.85	484.85
AC096582.8	0	0	0	0.01
AC096582.9	0	0	0	0
AC096632.1	0	0.19	0.31	0.23
AC096633.1	0	0	0	0
AC096642.1	0	0	0	0
AC096643.1	0	0	0	0
AC096645.1	0	0	0	0
AC096649.1	0	0	0	0
AC096649.2	0.06	0	0.06	0.05
AC096649.3	0	0	0	0
AC096649.4	0	0	0	0
AC096651.1	0	0	0	0.03
AC096651.2	0.03	0	0	0
AC096664.1	0	0.07	0.22	0
AC096664.2	0	0	0	0.03
AC096664.3	0	0	0	0
AC096669.1	0	0	0	0
AC096669.2	0	0	0	0
AC096669.3	0.05	0.06	0	0
AC096670.3	0.1	0	0	0
AC096732.2	0	0	0	0
AC096733.1	0	0	0	0
AC096742.1	0	0	0	0
AC096743.1	0	0	0	0
AC096750.1	0	0	0	0
AC096753.1	0	0	0.08	0
AC096756.1	0	0	0	0.43
AC096766.1	0	0	0	0
AC096772.6	3.68	2.55	2.99	5.19
AC096775.2	0	0	0.06	0.06
AC096921.2	0	0	0.08	0
AC096922.1	0	0	0	0
AC096947.1	0.13	0	0	0.05
AC096951.1	0	0	0	0
AC096952.1	0	0	0	0.38
AC096971.1	0	0	0	0
AC097065.1	0	0	0	0
AC097359.1	0	0	0	0
AC097359.2	0	0	0	0
AC097359.3	0.06	0.11	0.08	0.09
AC097361.1	0	0	0	0
AC097372.1	0	0	0	0
AC097374.1	0	0	0	0
AC097374.2	0	0	0	0.05
AC097374.3	0	0	0.02	0.02
AC097374.4	0	0	0	0
AC097381.1	0	0	0	0.02
AC097382.5	0.05	0.17	0.11	0.32
AC097461.4	0.26	0.88	0	0.22
AC097463.1	0	0	0	0
AC097463.2	0	0	0	0
AC097467.2	0	0.06	0	0
AC097468.4	0	0.41	0	0
AC097468.7	0.05	0.09	0.1	0.13
AC097470.1	0	0	0	0.03
AC097483.1	0	0	0	0
AC097495.2	0	0.09	0.24	0.49
AC097495.3	0	0	0.17	0.25
AC097499.1	0.08	0	0	0
AC097499.2	0	0	0	0
AC097517.1	0	0	0	0
AC097523.1	0.05	0.14	0	0.04
AC097523.3	0	0.04	0	0
AC097526.1	0	0	0	0
AC097526.10	0	0	0	0
AC097526.11	0	0	0	0
AC097526.12	0	0	0	0
AC097526.13	0	0	0	0
AC097526.14	0	0	0	0
AC097526.15	0	0	0	0
AC097526.16	0	0	0	0
AC097526.17	0	0	0	0
AC097526.2	0	0	0	0
AC097526.3	0	0	0	0
AC097526.4	0	0	0	0
AC097526.5	0	0	0	0
AC097526.6	0	0	0	0
AC097526.7	0	0	0	0
AC097526.8	0	0	0	0
AC097526.9	0	0	0	0
AC097532.1	0	0	0	0
AC097532.2	0	0	0	0
AC097533.1	0	0	0	0
AC097534.1	0	0	0.09	0.02
AC097639.1	0	0	0	0
AC097639.8	0.37	0.14	0.66	0.42
AC097648.1	0	0	0	0
AC097648.2	0	0	0	0
AC097648.3	0	0	0	0
AC097648.4	0	0	0	0
AC097648.5	0	0	0	0
AC097658.1	0	0	0	0
AC097662.2	0.46	0.23	0.34	0.27
AC097711.1	0	0	0	0.03
AC097713.3	0	0	0.1	0
AC097713.4	0.05	0.1	0.41	0.57
AC097713.5	0	0	0.18	0.08
AC097714.1	0	0	0	0
AC097721.1	0.02	0	0	0
AC097721.2	0.09	0.17	0.24	0.23
AC097724.3	0.22	0.41	0.67	0.65
AC098477.1	0	0	0	0
AC098479.1	0.09	0.42	0.54	0.55
AC098591.1	0.06	0.01	0.07	0
AC098591.2	0	0	0.01	0.01
AC098592.6	0	0	0	0
AC098592.7	0	0	0	0
AC098614.1	0	0.27	0	0
AC098614.2	6.21	3.22	1.16	0.9
AC098614.3	0	0	0	0
AC098617.1	0.18	0.47	1.09	1.06
AC098649.1	0	0	0	0
AC098650.1	0	0	0	0
AC098680.1	0	0	0	0
AC098680.2	0	0	0	0
AC098680.3	0	0	0	0
AC098680.4	0	0	0	0
AC098691.1	0	0	0	0
AC098784.1	0	0	0	0
AC098817.1	0	0	0	0
AC098817.2	0	0	0	0
AC098817.3	0	0	0	0
AC098817.4	0	0	0	0
AC098817.5	0	0	0	0
AC098817.6	0	0	0	0
AC098820.2	0.04	0	0	0
AC098820.3	0.52	0.36	0.49	0.31
AC098820.4	0.16	0.02	0.17	0.22
AC098823.3	0.02	0.03	0.11	0.13
AC098824.6	0.03	0	0.42	0.2
AC098826.4	0.3	0.11	0.06	0
AC098826.5	0	0	0.04	0.17
AC098828.1	0	0	0	0
AC098828.2	0	0	0	0
AC098828.3	0	0	0.07	0
AC098830.1	0	0	0	0
AC098831.4	0	0	0	0
AC098847.1	0	0	0	0
AC098850.1	0	0	0.45	0.19
AC098850.4	0	0	0.75	0
AC098859.1	0.1	0	0	0
AC098869.1	0	0	0	0
AC098872.3	0	0	0	0
AC098935.1	0	0	0	0
AC098973.1	0	0	0	0
AC098973.2	1.08	0.73	0.44	0.94
AC099048.1	0	0.05	0	0
AC099339.1	0	0	0	0
AC099342.1	0	0	0.1	0.08
AC099343.1	0.08	0.02	0.17	0.1
AC099344.2	0	0	0	0
AC099344.3	0	0	0	0
AC099489.2	0	0	0	0
AC099489.3	0	0	0	0
AC099489.4	0.04	0.03	0.08	0.09
AC099506.1	0	0	0	0
AC099520.1	0	0	0	0
AC099535.1	0	0	0	0
AC099535.4	0.16	0	0.5	0.13
AC099537.1	0	0	0	0
AC099539.1	0	0	0	0
AC099540.1	0	0	0	0
AC099545.1	0	0	0	0
AC099548.1	0.7	2.07	2.72	0.82
AC099552.2	0	0	0	0
AC099552.3	0	0	0	0
AC099552.4	0	0	0	0
AC099557.1	0.95	0.46	0.95	1.46
AC099652.1	0	0	0	0
AC099654.1	0	0	0	0
AC099654.10	0	0	0	0
AC099654.11	0	0	0	0
AC099654.12	0	0	0	0
AC099654.13	0	0	0	0
AC099654.14	0	0	0	0
AC099654.15	0	0	0	0
AC099654.16	0	0	0	0
AC099654.17	0	0	0	0
AC099654.18	0	0	0	0
AC099654.19	0	0	0	0
AC099654.2	0	0	0	0
AC099654.20	0	0	0	0
AC099654.21	0	0	0	0
AC099654.22	0	0	0	0
AC099654.23	0	0	0	0
AC099654.24	0	0	0	0
AC099654.3	0	0	0	0
AC099654.4	0	0	0	0
AC099654.5	0	0	0	0
AC099654.6	0	0	0	0
AC099654.7	0	0	0	0
AC099654.8	0	0	0	0
AC099654.9	0	0	0	0
AC099668.5	0	0	0.1	0
AC099681.1	0	0	0	0
AC099681.2	0	0	0	0
AC099684.1	0	0	0	0
AC099754.1	0	0	0	0
AC099757.1	0	0	0	0
AC099778.2	0.19	0.69	0.71	0.88
AC099799.1	0	0	0	0
AC099805.1	0	0	0	0
AC099850.1	1.09	0.43	0.39	0.2
AC100756.1	0.02	0	0	0
AC100756.2	0	0	0	0
AC100756.3	0.04	0	0.18	0
AC100756.5	0	0	0	0
AC100757.1	0	0.22	0.37	0.2
AC100757.2	0	0	0	0
AC100757.4	0	0	0	0
AC100783.1	0	0.1	0	0
AC100784.1	0.17	0.14	0.19	0.14
AC100791.1	2.09	2.44	0.07	0.28
AC100791.2	0	0	0	0
AC100791.3	0	0.01	0	0
AC100797.1	0	0	0	0
AC100800.1	0	0	0	0
AC100802.3	0.07	0	0	0
AC100803.1	0.04	0	0	0.02
AC100817.1	0	0	0	0
AC100821.1	0.08	0.08	0.09	0.07
AC100826.2	0.03	0	0.09	0.03
AC100827.1	0	0	0	0
AC100827.2	0	0	0.34	0
AC100832.1	0	0	0	0
AC100832.2	0	0	0	0
AC100832.3	0	0	0	0
AC100839.1	0.01	0	0	0
AC100843.1	0	0	0	0
AC100848.1	0	0	0	0
AC100852.1	0.42	0	0	0
AC100852.2	0	0	0	0.39
AC100852.3	0	0	0	0
AC100858.1	3.1	1.36	0.39	0.09
AC102799.1	0.19	0	0.11	0.41
AC102941.1	0	0	0	0
AC102948.2	0	0	0	0
AC102953.4	0.11	0	0	0
AC102953.6	0	0	0	0
AC103563.1	0	0	0	0
AC103563.2	0.09	0.08	6.08	0
AC103563.3	0	0	0	0
AC103563.4	0	0	0	0
AC103563.5	0	0	0	0
AC103563.6	0	0	0	0
AC103563.7	0	0	0	0
AC103563.8	0	0.06	0.12	0.25
AC103563.9	0	0.13	0.45	0.04
AC103564.6	0.04	0	0	0
AC103564.7	0	0	0	0
AC103564.9	0.12	0	0	0
AC103681.1	0.45	0.53	0	0.21
AC103686.1	22.65	7.56	7.33	2.74
AC103702.1	0	0	0	0
AC103705.1	0.03	0.03	0.02	0.14
AC103706.1	0.18	0.03	0	0.02
AC103710.1	0	0	0	0
AC103725.1	0.17	0.13	0.14	0.2
AC103783.1	0	0	0	0
AC103794.1	0	0	0	0
AC103801.1	0	0	0.08	0
AC103801.2	0	0	0	0
AC103809.1	0	0	0	0
AC103810.2	0.09	0.25	0.25	0.23
AC103810.3	0.13	0.06	0	0.11
AC103810.4	0	0	0	0
AC103816.1	0	0	0	0
AC103817.1	0	0	0	0
AC103843.1	0	0	0	0
AC103863.1	0	0	0	0
AC103876.1	0.03	0.02	0.26	0.01
AC103881.1	0	0	0	0
AC103965.1	0	0	0	0.07
AC103988.2	0	0	0	0
AC103996.1	0	0	0	0
AC104012.1	0	0	0	0
AC104020.1	0.07	0.05	0.04	0.03
AC104024.1	0.06	0.92	0.99	1.02
AC104024.2	0	0.07	0.45	0.39
AC104057.1	0.97	0.61	0.66	0.9
AC104058.1	0.11	0.22	0.23	0
AC104059.1	0	0	0	0
AC104076.2	0	0	0	0
AC104076.3	0	0	0	0
AC104088.1	0	0	0	0
AC104090.1	0	0.01	0.09	0.13
AC104113.3	0	0	0	0
AC104115.1	0.24	0	0.25	0
AC104117.1	0	0	0	0
AC104131.1	0.25	0.19	0.68	0
AC104133.1	0	0	0	0
AC104134.2	0.04	0.03	0.04	0.12
AC104135.2	0.52	0.21	0.19	0.36
AC104163.1	0	0.01	0	0
AC104169.1	0	0	0	0
AC104170.1	0.55	1.2	2.51	0.03
AC104183.1	0	0	0	0
AC104186.1	4.37	1.05	3.17	3.17
AC104236.1	0	0	0	0
AC104297.1	0.06	0	0	0
AC104306.1	0	0	0.17	0
AC104306.4	0	0	0	0
AC104307.1	1.94	1.11	0.47	1.04
AC104308.2	0	0	0	0
AC104339.1	0	0	0	0
AC104387.1	0	0	0	0
AC104389.1	0.57	0.72	1.14	1.32
AC104389.16	0	0	0	0
AC104389.28	0.25	0	0	0
AC104389.31	0	0	0	0
AC104389.32	0	0	0	0
AC104395.1	0.11	0	0.3	0.17
AC104395.2	0.06	0.03	0.12	0.08
AC104405.1	0	0	0	0
AC104417.1	0	0	0	0
AC104434.1	0	0	0	0
AC104434.2	0	0	0	0
AC104434.3	0	0	0	0
AC104438.1	0.59	2.75	0	0
AC104441.1	0	0	0	0
AC104448.1	0	0	0	0
AC104451.1	0	0	0	0
AC104451.2	0	0	0	0
AC104452.1	0.79	0	0	0
AC104456.2	0	0	0	0
AC104457.1	0	0	0	0
AC104463.1	0.01	0	0	0
AC104581.1	0.54	0.15	0.18	0.15
AC104597.10	0.12	1.84	5.55	5.98
AC104623.2	0.05	0	0	0.22
AC104629.1	0	0	0	0
AC104629.2	0	0	0	0
AC104629.3	0	0	0	0
AC104629.4	0	0	0	0
AC104634.3	0	0.06	0.29	0.33
AC104641.1	0	0	0	0
AC104650.2	0.27	0.05	0.27	0.23
AC104651.1	0	0	0	0
AC104651.2	0	0	0	0.03
AC104651.3	0	0	0	0
AC104653.1	1.12	1.39	10.76	5.9
AC104654.1	0.03	0	0.14	0
AC104654.2	0.45	0.6	0.04	0.16
AC104655.2	0.05	0.14	0	0.25
