Gene	ERR2228756.fastq.gz	ERR2228757.fastq.gz	ERR2228758.fastq.gz	ERR2228759.fastq.gz	ERR2228760.fastq.gz	ERR2228761.fastq.gz	ERR2228762.fastq.gz	ERR2228763.fastq.gz	ERR2228764.fastq.gz	ERR2228765.fastq.gz	ERR2228766.fastq.gz	ERR2228767.fastq.gz
CCL16	0	0	0	0	0	0	0	0	0	0	0	0
CCL17	0	0	0	0	1.76	0	0	0	0	0	0	0
CCL18	0	0	0	0	0	0	0	0	0	0	0	0
CCL19	0	0	0	0	0	0	0	0	0	0	0	0
CCL2	0	0	0	0	0	0	0	0	0	3.6	0	5.01
CCL20	0	0	0	0	0	0	0	0	0	0	0	2.2
CCL21	0	0	0	0	0	0	0	0	0	0	0	0
CCL22	0	0	0	0	0	0	0	0	0	0	0	0
CCL23	0	0	0	0	0	0	0	0	0	0	0	0
CCL24	0	0	0	0	0	0	0	0	0	0	0	0
CCL25	0	0	0	0	0	0	0	0	0	0	0	0
CCL26	0	0	0	0	0	0	0	0	0	0	0	0
CCL27	0	0	0	0	0	0	0	0	0	0	0	1.25
CCL28	0	0	0	0	0	0	0	0	0	0	0	0
CCL3	0	0	0.66	0	0.39	1.05	0	0.67	3.04	2.95	1.5	0.24
CCL3L1	0	0	0	0	0	0.94	0	0	0	0	0	0
CCL4	0	0	0	0	0	0	0	0	0	0	0	0
CCL4L2	0	0	0	2.95	0	0	0	0	0	0	1.6	0
CCL5	0	0	0	0	0	0	0	0	0	0	0.17	0.52
CCL7	0	0	0	0	0	0	0	0	0	0	0	0
CCL8	0	0	0	0	0	0	0	0	0	0	0	0
CCM2	1.26	0	0	0	0.57	0.13	0	0	0	0	0	0
CCM2L	0	0	0	0	0	0	0	0	0	0.61	0	0
CCN1	0	0	0	0	0	0	0	0	0	0	0	0
CCN2	0	0	0	0	0	0	0	0	0	0	0	0
CCN3	0	0	0	0	0	0	0	0	0	0.38	0	0
CCN4	0	0	0	0	0.45	0	0	0	0	5.78	0.37	9.65
CCN5	0	0	0	0	0	0	0	0	0	0	0	0
CCN6	0	0	0.71	0	0	0	0	0	0	0	0	0
CCNA1	0	0	0	0	0	0	0	0	0	0	0	0
CCNA2	0.09	1.59	0	0.39	0	0.58	0	0	0.36	1.35	0	0
CCNB1	0	0	0	0	0	0	0	0	0	0	0	0
CCNB1IP1	0	0	0	0	0	0	0	0	0.35	0	0	0
CCNB2	0	1.31	0	0	0	0	0	0	0.1	0	0	0
CCNB3	0	0	0	0	0	0	0	0	0	0	0	0
CCNC	0.46	0	0	0	1.29	0	0	0.29	0	1.1	0	0
CCND1	0	0	0	0	0	0	0	0	0.17	0	0	0
CCND2	0.3	0	0	0	0	0	0	0	0	6.63	0	1.34
CCND3	3.39	0.67	2.06	0	0.91	0.54	0	0	1.02	0.46	0	0
CCNDBP1	7.45	3.43	13.54	2.64	3.49	4.68	3.72	0	2.61	2.06	2.51	5.51
CCNE1	0	0	0	0	0	0	0	0	0	0	0	0
CCNE2	4.13	1.31	2.93	0	8.61	0.34	15.74	0	1.45	0	0.58	0
CCNF	0	0	0	0	0	0	0	0	0	0	0	0
CCNG1	0	0	0	0	0	0	0	0	0	0	0	0
CCNG2	0	0	0	0.78	1.11	0.8	0	0	0	2.81	0	0
CCNH	1.63	4.85	2.37	3.46	2.17	9.95	0	41.72	5.59	9.79	4.89	2.16
CCNI	0.76	7.89	8.18	22.04	12.8	0	0	10.51	12.57	12.37	12.81	23.56
CCNJ	0.52	0	0	0	0.14	0.06	0	0	0	0	0	0
CCNJL	0	0	0	0	0	0	0	0	0	0	0	0
CCNK	0	0.46	0.15	2.28	0.59	0.15	1.95	3.87	0	0	0	0.44
CCNL1	2.77	12.05	14.61	5.75	7.16	7.09	0	5.68	9.98	6.24	6.3	13.02
CCNL2	0	0	0	0.69	1.02	0.24	0	0	1.78	0	0	0.11
CCNO	0	0	0	0	0	0	0	0	0	0	0	0
CCNP	0	0	0	0	0	0	0	0	0	0	0	0
CCNQ	0	0	2.23	0	1.76	0.26	0	0	0	0	0	0
CCNT1	0	0	0	1.71	0	0.11	0	0	0	0.22	1.14	0
CCNT2	1.35	0	0	0.3	1.57	0	1.12	0	0	0.11	0.79	4.42
CCNY	4.2	1.43	11.39	0.72	5.72	9.26	19.49	1.33	3.9	6.97	6.63	3.74
CCNYL1	0.76	0.71	0	5.57	0.55	0	0	0	0	0	0.06	4.19
CCP110	0	0	0	0.21	0	0	0.33	0	3.77	0	0	0
CCPG1	2.55	0.16	0.97	0.8	1.92	0.46	0	0.14	2.1	0	0.86	0.69
CCR1	2.14	7.13	4.01	10.58	8.69	11.49	21.78	0	2.32	8.16	0.9	7.66
CCR10	0	0	0	0	0.45	0	0	0	0	0	0	0
CCR3	0	0	0	0	0	0	0	0	0	0	0	0
CCR4	0	0	0	0	0	0	0	0.16	0	0	0	0
CCR5	0	0	0	0	0	0.2	0	0	0	0	0	0
CCR6	0	0	0	0	0	0	0	0	0.08	0	0	0
CCR7	0	0	0	0	0	0	0	0	0	0	0	0
CCR8	0	0	0	0	0	0	0	0	0	0	0	0
CCR9	0.19	0	0	3.05	0.57	0.18	0	4.24	0.1	9.84	0	0.27
CCRL2	0	0	0	0.43	0	0	0	0	0	2.03	0	1.03
CCS	0	0	0	0	0	0	0	0	0	0	1.46	0
CCSAP	0.53	1.14	1.03	0	0.58	1.12	0.59	0	0	0	0.1	0
CCSER2	0	0	0.24	0.53	0	0	0	0	0	0	0	0.5
CCT2	0	0	0	0	0	0	0	0	0	0	0	0
CCT3	0.55	0	2.32	0.2	0.32	0.72	9.52	0.55	2.76	2.05	0	0
CCT4	0	5.58	0.75	2.39	3.13	0.81	0	1.69	1.42	1.51	0.87	0
CCT5	3.07	0	1.22	0.18	1.02	0.58	0.93	0	0	3.12	0.11	1.24
CCT6A	0	2.86	0	0	0	2.26	0	0	0	0	0	0
CCT6B	0	0	0	0	0	0	0	0	0	0	0	0
CCT7	1.6	1.39	4.76	1.5	1.22	2.78	2.57	10.98	0	1.03	2.15	0
CCT8	0	0	0.75	1.37	1.12	0.18	2.38	1.52	1.59	0.48	1.01	0.53
CCT8L2	0	0	0	0	0	0	0	0	0	0	0	0
CCZ1	0	0	0	0	0.52	0	0	0	0	0	0.39	0
CCZ1B	0.65	0	0	0	0	0.6	0	0	0	0	0	0
CD101	0	0	0	0	0.35	2.67	0	0	0	0	1.89	0
CD109	0	0	0	0	0	0	0	0	0.18	0.23	0.07	0.58
CD14	3.07	1.73	7.62	1.63	10.78	3.62	5.9	15.05	6.44	1.17	2.07	0.26
CD151	4.98	9.11	4.37	4.33	2.12	1.44	7.6	1.76	13.23	3.49	1.65	0.52
CD160	0	0	0	0.32	0.59	1.59	0	0	1.22	1.45	0	0.4
CD163	5.29	1.59	2.27	1.08	0.33	1.71	1.69	0	2.37	0	0.2	0
CD164	0.27	1.7	3.91	0.13	2.2	0.73	0.65	0	0.93	0.32	0.97	0
CD177	0	0	0	0	0	0	0	0	0	0	0	0
CD180	0.05	0	0	0.07	0	0.25	0	0	1.48	0.28	0.24	0
CD19	0	0	0	0	0	0	0	0	0	0	0	0
CD1A	0	0	0	0	0	0	0	0	0	0	0	0
CD1B	0	0	0	0	0	0	0	0	0	0	0	0
CD1C	0	0	0	0	0	0	0	0	0	0	0	0
CD1D	0.99	1.83	0.75	3.2	0.9	0.51	0	0	0	1.1	0	0
CD1E	0	0	0	0	0	0	0	0	0	0	0	0
CD2	0	0	0	0	0	0	0	0	0	0	0	0
CD200	0	0	0	0	0	0	0	0	0	0	0	0
CD200R1	0	0	0	0	0	0	0	0	0	0	0	0
CD207	0	0	0	0	0	0	0	0	0	0	0	0
CD209	0	0.32	0.33	0	0	0.11	0	0.45	0.4	1.21	0	0.56
CD22	0	0	0	0	0	0	0	1.06	4.16	0.56	1.75	0
CD226	0	0	0	0	0	0	0	0	0	0.32	0	0
CD244	0.49	3.36	0	0	0	0	0	0	0	0	0	0
CD247	0	0	0.41	0	0	0	0	0	0	0	0	0
CD248	0	0	0	0	0	0	0	0	0	0	0	0
CD27	0	0.55	0	0	1.99	0	0	0	0	0	1	0
CD274	0	0	0	0	0	0	0	0	0	0	0	0
CD276	0	0	0	0	0	0	0	0	0	0	0	0
CD28	0	0	0	0	0	0	0	0	0	0	0	0
CD2AP	0	0	0	0	0	0	0	0	0	0	0	0
CD2BP2	4.7	0	0	1.56	2.31	0.24	0	0	1.02	0.09	0	0
CD300A	0.96	1.71	0.43	0.27	1.97	1.07	2.79	0	0	1.15	0	0
CD300C	0	0.18	0	0.96	0	0	0	0	0	0.41	0	0.69
CD300LB	1.08	0.48	1.79	0.94	2.19	0.59	0	0.64	8.01	3.57	3.89	5.88
CD300LD-AS1	0	2.44	0	2.91	0.12	0.65	3.23	1.94	0	0	1.5	4.04
CD300LF	0	0.44	0	0	0	0.9	0	0	0	0.75	0.18	0.9
CD300LG	0	0	0	0	0	0	0	0	0	0	0	0
CD302	2.24	0.93	1.79	5	1.5	4.75	0	0	4.59	6.55	3.44	4.17
CD320	0	0	0	0	0	0	0	0	0	0	0	0
CD33	0.71	0.52	0.25	0.34	0.59	0.44	0	0	0	0	1.46	0.99
CD34	0.03	0	0	0	0.21	0	0.73	0	0	0.11	0	0
CD36	0.57	5.68	0.28	0.83	1.99	3.86	5.84	0	1.13	0.78	0.13	0
CD37	9.99	6.65	5.75	19.23	8.94	6.52	5.95	7.72	3.97	14.92	9.01	4.54
CD38	0	0	0	0	0	0	0	0	0	0	0	0
CD3D	0	0	0	0	0	0	0	0	0	0	0	0
CD3E	0	0	0	0	0	0	0	0	0	0	0	0
CD3G	0	0	0	0	0	0	0	0	0.09	0	0	0
CD4	0.78	2.21	5.52	6.84	9.57	5.28	1.96	0	0.86	1.74	1.84	0
CD40	0	0	0	0	0	0	0	0	0	0	0	0
CD40LG	0	0	0	0	1.36	0	0	0	0	0	0	0
CD44	25.54	76.88	74.9	126.45	89.36	60.76	97.27	26.56	76.74	109.11	42.9	58.35
CD46	0.64	0	0.21	0	0.19	0	0	0	0.22	0.29	0.35	0
CD47	0.09	0.12	1	0.67	0.83	0.09	0	0.28	0	0.12	0.04	0
CD48	0	0	1.81	0	0	0	0	0	1.4	0	0	0
CD5	2.12	0.61	0	5.25	2.84	1.09	1.95	1.4	0	0.39	1.11	0.44
CD52	6.11	0	10.76	12.92	1.43	2.27	60.78	0	7.3	16.11	10.76	5.96
CD53	3.32	20.57	4.05	5.29	6.55	17.64	16.28	0	3.15	2.62	7	5.88
CD55	0	0	0	1.89	0.26	0	0	0.68	5.28	1.08	0.13	0.16
CD58	0	0	0	0	0	0.82	0	0	0	0	1.03	0
CD59	0	0	0	0	0	0	0	0	0	0	0	0
CD5L	0	0	0	0	0	0	0	0	0	0	0	0
CD6	0	0	0	0.41	0	0	0	0	0	1.46	0	0
CD63	11.65	0	1.85	7.91	4.83	3.59	2.69	8.09	0.65	4.8	0.82	0
CD68	1.72	16.63	15.36	4.49	17.03	9.49	13.4	2.62	9.33	13.7	3.7	6.49
CD69	0	0	0	0	0	0.14	0.74	0	0.45	0	0.8	0
CD7	0	0	0	0.58	0	0	0	0	0	0	0	0
CD70	0	0	0	0	0	0	0	0	0	0	0	0
CD72	2.81	4.07	3.83	20.81	15.96	3.85	5.17	8.96	7.3	17.57	8.18	10.05
CD74	33.09	30.22	34.62	49.95	54.38	45.85	56.68	14.59	25.8	62.47	12.15	38.28
CD79A	0	0	0	0	0	0	0	0	0	0.25	0	0
CD79B	0	0	0	0	0	0	0	0	0	0	0	0
CD80	0	0	0	0	0.31	0.64	0	0	0	0	0	0
CD81	0	0	0	0	0.58	0	0	0	0	0.73	0	6.89
CD82	0	0	0.34	2.1	0	0	0	0	0	0	0	0
CD83	0	0	0	0	0	0	0.53	0	0	0	0	0.45
CD84	2.11	1.15	0	0.75	0	0	0	0	0	0.25	0	1.09
CD86	0.47	0.52	2.66	0.46	2.8	1.31	0	0	0	0.2	0.58	0
CD8A	0	0	0	0	0.54	0	0	0	0	0	0	0
CD8B	0	0	0	0	0	0.24	0	0	0.35	0	0	0
CD8B2	0	0	0	0	0	0.05	0	0	0	0	0.31	0
CD9	7.85	0	0	0	1.25	0	0	1.27	7.47	0	1.73	0
CD93	1.6	0.76	2.13	3.01	1.82	0.61	1.44	0.5	2.06	2.22	1.92	1.16
CD96	0	0.12	0	0	0	0	0	0	0	0.07	0.05	0
CD99	0	0	0.2	4.96	2.2	0	0	7.83	2.82	0	0.5	0
CD99L2	0	0	2.19	0.31	0.14	0.52	0	0	0	0.61	0.37	0
CDA	0	0	1.71	0	0	0	0	0	0	2.18	0.92	0
CDADC1	0	0	3.71	0.61	5.76	0	2.83	0	2.64	0	2.67	0
CDAN1	0	0	0	0	0.15	0	0	0	0	0	0	0
CDC123	0.42	0	6.16	0	0	5.19	0	0	8.35	0	0.43	0
CDC14A	0	0.14	0	0	0	0.24	0	0	0	1.21	0	4.14
CDC14B	0	0	0	0.29	0	0.14	0	0	0	0	0	0
CDC14C	0	0	0	0	0	0	0	0	0	0	0	0
CDC16	0	0	0	2.63	0	0	0	0	0	0	0	0
CDC20	2.82	0.17	0	0	1.64	0	0	0	0	4.03	5.89	0
CDC20B	0	0	0	0	0	0	0	0	0	0	0	0
CDC23	0	0	0.23	0	0	0	0	0	0	0	0	0
CDC25A	0	0	0	0	0	0	0	0	0	0	0	0
CDC25B	0	0	0	0	0.16	0	0.2	0	1.08	0.79	0.12	0.71
CDC25C	0	0	0.87	0	0	0.47	0	0	0	0	1	0
CDC27	0	6.87	0	0	4.81	0.53	0	19.17	0	7	0	0
CDC34	0	0	3.14	0.42	0.21	0.33	0	0	0.29	0	0	0
CDC37	0	1.79	0	4.27	6.44	0.34	0.91	2.18	8.31	2.29	2.44	17.2
CDC37L1	0	0	0	0	0	0	5.6	0	0.07	0	0	0
CDC40	0.38	0	0	0	0.22	0	0	0	0.13	0	0	0
CDC42	0.55	1.34	0.32	0.68	0.31	0.72	1.37	0	0.43	2.33	1.34	0
CDC42BPA	0	0	0.16	0.05	0	0	0	0	0	0	0	0
CDC42BPB	0	0	0.1	0	0.21	0.1	0	0	0.49	0	0	0
CDC42BPG	0	0	0	0	0	0	0	0	0	0.2	0.03	0
CDC42EP1	0	0.38	0	0	0.13	0	0	0	0.46	0	0	0
CDC42EP2	0	0	0	0	0	0	0	0	0	0	0	0
CDC42EP3	0.38	0	0.7	0.21	0.55	0.47	0	0	0	0	0	0.79
CDC42EP4	0.09	0	0	0	0	0.56	0	0	12.75	0	1.67	0
CDC42EP5	0	0	0	0	0	0	0	0	0	0	0	0
CDC42SE1	1.35	0.77	3.95	2.12	3.17	1.45	2.07	0	10.36	3.77	1.28	1.36
CDC42SE2	2.18	0	0.48	2.06	0.66	1.24	0	0	0	0.31	0	0.39
CDC45	0	0	0	0	0	0	0	0	0	0	0	0
CDC5L	0	0.22	0	0	0.41	0	0	0	0	0	0	0.27
CDC6	0	0	0	0	0	0	0	0	0	0	0	0
CDC7	0	0	0	0	0	0	0	0	0	0	0	0
CDC73	0	1.17	0	0.35	2.56	0.87	0	0	0.33	0.26	0.41	0.33
CDCA2	0	0	0	0	0	0	0	0	0	0	0	0
CDCA3	0	0	0	0	0	0	0	0	0	0	0	0
CDCA4	0.82	0	0	0	0.12	0	0	0	0	0.99	0.58	0
CDCA5	0	0	0	0	0	0	0	0	0	0	0	0
CDCA7	0	0	1.49	0	0	0	0	0	0	0	0	0
CDCA7L	0	0	0	0	0	0.36	0	0	0	0	0	0
CDCA8	0	0	0	0	0	0	0	0	0	0	0	0
CDCP1	0.36	0	4.7	0	0	0	3.55	0.97	17.1	1.3	0.31	0.23
CDCP2	0	0	0	0	0	0	0	0	0	0	0	0
CDH1	0	0	0	0	0	0	0	0	0	0	0	0
CDH10	0	0	0	0	0	0	0	0	0	0	0	0
CDH11	0	0	0	0	0	0	0	0	0	0	0	0
CDH12	0	0	0	0	0	0	0	1.02	0	0	0	0
CDH13	0	0.17	0.3	0.76	0.5	0.11	0	0	0	0.04	0.95	0
CDH15	0.2	0	0	0	0	0	0	0	0	0.51	0	0
CDH16	0	0	0	0	0	0	0	0	0	0	0	0
CDH17	0	0	0	0	0	0	0	0	0	0	0	0.26
CDH18	0	0	0	0	0.56	0	0.17	0	0	5.96	0	0
CDH19	0	0	0	0	0	0	0	0	0	0	0	0
CDH2	0	0	0	0	0	0	0	0	0	0	0	0
CDH20	0	0	0	0	0	0	0	0	0	0	0	0
CDH22	0	0	0	0	0	0	0	0	0	0	0	0
CDH23	1.88	6.16	1.72	8.56	4.22	2.27	5.1	5.79	4.64	7.19	3.93	15.37
CDH24	0	0	0	0	0	0	0	0	0	0	0	0
CDH26	0	0	0	0	0	0	0	0	0	0	0	0.99
CDH3	0	0	0	0	0	0	0	0	0	0	0.19	0
CDH4	0	0	0	0	0	0	0	0	0	0	0	0
CDH5	0	0	0	0	0	0	0	0	0	0	0	0
CDH6	0	0	0	0	0	0.03	0	0	0	0	0	0
CDH7	0	0	0	0	0	0	0	0	0.06	0	0	0
CDH8	0	0	0	0	0	0	0	0	0	0	0.29	0
CDH9	0	0	0	0	0	0	0	0	0	0	0	0
CDHR1	0	0	0	0	0	0	0	0	0	0	0	0
CDHR2	0	0	0.32	1.18	1.26	0.45	0	0	0	0	0	0
CDHR3	0	0	0	0	0	0	0	0	0	0	0	0
CDHR5	0.78	0	0	7.99	0.16	0.63	0.65	39.26	0.91	0.53	0.38	0
CDIN1	0	0	0	0	0	0	0	0	0	0	0	0
CDIP1	1.07	0.2	0	7.1	3.95	0	3.13	2.1	2.4	1.76	0.69	1.48
CDIPT	0	0.25	2.22	0	0	0	3.96	0	0	0.91	0.39	0
CDK1	0	0	0	0	0	0	0	0	0	0	0	0
CDK10	1.11	0.54	15.88	3.22	3.94	1.07	3.39	10.33	15.06	1.75	0.27	1.96
CDK11B	0	0	0	0	1.45	0	0	0	0	0	0	0.64
CDK12	0	0.65	0.29	1.88	1.42	0.23	0.51	0	3	2.05	0.1	0
CDK13	0	0.36	0.46	0	1.5	0.15	0	0	0	0.1	0	0
CDK14	0.28	0.78	0	0	0.71	0.04	0	0	0.37	0.24	0	0.07
CDK15	0	0	0	0	0	0	0	0	0	0	0	0
CDK16	3.37	0	11.6	0	1.72	0	0	0	0	6.81	0.89	0
CDK17	1.3	0.96	0	2.18	18.44	11.28	0	0	1.98	13.05	6.8	23.83
CDK18	0	0	0	0	0	0	0	0	0	0	0	0
CDK19	0	0.04	0	1.87	0.13	0.76	0	0	0	0.05	0	0
CDK2	0	0	0	0	2.12	0.21	0	0	0	0	0.29	0
CDK20	0	0	0	0	0	0	0	0	0	0	0	0.64
CDK2AP1	0.45	0	0	1.63	1.79	0	0	0	1.77	1.4	6.26	0
CDK2AP2	0.57	0	0	0	0.21	0	0	0	0	0	0	0
CDK3	0	0	0	0	0	0	0	0	0	0	0	0
CDK4	2.14	6.15	6.55	0	7.86	6.91	0.76	0	3.18	4.46	4.46	1.48
CDK5	0	1.57	0	0	0	0	0	0	0	0	0	0
CDK5R1	0	0	0	0	0	0	0	0	0	0	0	0
CDK5R2	0	0	0	0	0	0	0	0	0	0	0	0
CDK5RAP1	0	0	0	0	2.71	0.43	0	0	1.04	0	0.23	0
CDK5RAP2	0	0	0	1.08	0.14	0	0	0	0.04	0	0	0
CDK5RAP3	0.28	0	8.96	5.78	9.17	3.32	0	0	6.47	9.28	1.04	0
CDK6	0	0	0	0.72	0	0	0	0	0.34	0	0	0
CDK7	0	0	0	0	0	0	0	0	0	0	0	0
CDK8	0	0	0.48	0.24	0	0	0	0	0	0	0	0
CDK9	1.62	0.77	0.37	5.28	2.56	0.18	0	0.79	23.56	3.14	0	1.25
CDKAL1	0	0	1.17	1.42	1.75	0	0	0	0	0.28	0	0
CDKL1	0	0	0	0.48	2.46	1.69	0	0	0	0.1	0	0.98
CDKL2	0	0	0	0	0	0	0	0	0	0	0	0
CDKL3	0	0	0	0	0	0	0	0	0	0	0	0
CDKL5	0	0	0	0.14	0.07	0	0	0	0	0	0	0
CDKN1A	0	0	0	0.34	3.87	0.11	0.3	5.38	4.89	4.97	1.47	9.87
CDKN1B	3.79	0	7.01	5.52	3.66	1.9	0.25	0	0.38	0.64	1.17	0
CDKN1C	0	0	0	0	0	0	8.52	0	0	0	0	0
CDKN2A	0.56	0	0	0	1.53	0	0	0	0	0	0	7.55
CDKN2A-DT	0	0	0	0	0	0	0	0	0	0	0	0
CDKN2AIP	0	0	0	0	0	0	0	0	0	0	0	0
CDKN2AIPNL	1.32	0	0	0	0.48	0	0	0	1.64	1.3	0	0
CDKN2B	0	0	0	0.55	0.47	0	0	0	0.24	0	0.84	0.2
CDKN2C	0	0	1.29	0.25	0	0	0	0	0	0.32	0	1.81
CDKN2D	0	0.2	3.47	2.58	2.07	0	1.76	1.76	1.94	6.66	4.84	5.69
CDKN3	0	0	11.62	0	0.56	0.89	0	0	0	0.6	0.85	0
CDO1	0	0	0	0	0	0	0	0	0	0	0	0
CDON	0	0.05	0	0	0	0	0	0	0	0	0	0
CDPF1	0	0	0	0	0	0	0	0	0	0	0	0
CDR2	0	0	0	0	0	0	0	0	0	3.14	0	0
CDR2L	0	0	0	0	0	0	0	0	0	0	0	0
CDRT15	0	0	0	0	0	0.32	0	0	0	0	0	0
CDRT7	0	0	0	0	0	0	0	0	0	0	0	0
CDRT8	0	0	0	0	0	0	0	0	0	0	0	0
CDS1	0	0	0	0	0.07	0	0	0	0	0	0	0
CDS2	0	0.91	0	0.57	0.25	2.51	0	0	2.26	0.2	0	0
CDSN	0	0	0	0	0	0	0	0	0	0	0	0
CDT1	0.97	4.54	0.81	1.21	0.11	0.09	0	0	0	0.81	0	0
CDV3	0.07	0	3.01	0	2.22	2.24	2.44	0	1.07	4.09	1.73	0
CDX1	0	0	0	0	0	0	0	4.12	0	0	0	0
CDX2	0	0	0	0	0	0	0	0	0	0	0	0
CDX4	0	0	0	0	0	0	0	0	0	0	0	0
CDY2A	0	0	0	0	0	0	0	0	0	0	0	0
CDYL	1.78	0.65	0	5.49	0.08	3.18	2.02	2.04	0	0	1.21	0.62
CDYL2	0.83	0	0	0.04	0	0	0.14	0	1.08	0	0	0.58
CEACAM1	0	0	0	0	0	0	0	0	0.15	0	0	0
CEACAM19	0	0	0	0	0	0.07	0	0	0	0.09	0	0
CEACAM20	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM21	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM3	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM4	2.33	0	0.62	0	1.24	0	0	0	0	0	0	0
CEACAM5	0	0	0	0	0	0	0	0	0	0.11	0	0
CEACAM6	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM7	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM8	0	0	0	0	0	0	0	0	0	0	0	0
CEBPA	0	0.32	0.28	0	0	0	0	0.56	0	0	0.17	0
CEBPA-DT	0	0	0	0	0	0	0	0	0	0	0	0
CEBPB	0	0.15	1.73	1.38	0.79	0.76	0	0	0	1.53	0.12	2.65
CEBPD	0.2	0.45	0	0.59	0.47	0.75	0	0.81	0.2	0	1.25	2.55
CEBPE	0	0	0	0	0.19	0	0	0	0	0	0	1.13
CEBPG	0	0	0	0	0	0	0	0	0	0	0	0
CEBPZ	0.59	0	0	0.32	1.04	0.07	0	0	0.44	0.09	0	0
CECR2	0	0	0	0	0	0	0	0	0	0	0	0
CECR3	0	0	0	0	0.61	0	0	0	0	0	0	0
CEL	0	0	0	0	0	0	0	0	0	0	0	0
CELA1	0	0	0	0	0	0	0	0	0	0	0	0
CELA2A	0	0	0	0	0	0	0	0	0	0	0	0
CELA2B	0	0	0	5.69	0	0	0	0	3.27	0	2.23	0
CELA3A	0	0	0	0	0	0	0	0	0	0	0	0
CELA3B	0	0	0	0	0	0	0	0	0	0	0	0
CELF1	0	0.76	0	0.08	0	0.09	0	0	0.13	4.15	0	0
CELF2	2.39	0.27	2.28	4.52	1.69	0.61	4.64	0	1.21	2.09	1.33	0
CELF3	0	0	0.34	0	0.3	0.32	0	0	0.04	0	0	0
CELF4	0	0	0	0	0	0	0	0	0	0	0	0
CELF5	0	0	0	0	0	0	0	0	0	0	0	0
CELF6	0	0	0	0.08	0	0	0	0	0	0	0	0
CELP	0	0	0	0	0	0	0	0	0	0	0.09	0
CELSR1	0	0	0	0	0	0	0	0	0	0	0	0
CELSR2	0	0	0.15	0	0	0	0	0	0	0	0	0
CELSR3	0.94	0	0	0	0	0	0.5	0	0	0.03	0	0
CEMIP	1.48	0	0.07	5.49	2.48	1.29	0	2.66	0	0.04	0.03	0
CEMIP2	0.33	0.83	0.46	0	0	0.17	0	0	0.32	3.21	0	7.86
CEND1	0.16	0	0.59	0	0	0	0	0	0	0	0	0
CENPA	0	0	0	0	0	0	0	0	0	0	0	0
CENPB	1.28	1.79	1.25	0	0.4	0.39	1.06	2.02	1.19	1.7	0	0.36
CENPBD1	0	2.32	0.16	1.17	0.84	0.24	0	0	0.24	1.41	0.49	1.01
CENPBD1P1	0.03	0.17	1.44	4.04	0.6	0.69	0.19	0	1.93	0.2	0.07	0
CENPC	0	0.24	0	0	0	0	0.09	0	0	0	0.37	0
CENPE	0	0	0	0	0	0	0	0	0	0	0	0
CENPF	0	0	0	0	0	0	0	0	0	0	0	0
CENPH	0	0	0	0	0	0	0	0	0	0.24	0	0
CENPI	0	0	0	0	0	0	0	0	0	0	0	0
CENPJ	0	0	0	0	0	0	0	0	0	0	0	0
CENPK	0	0	0	0	0	0.56	0	0	0	0	0	0
CENPL	0	0	0	0	0	0.33	0	0	0	0	0	0
CENPM	0	0	0	0	0	0	0	0	0	0	0	0
CENPN	1.81	0	2.65	9.49	4.65	2.29	0.45	7.89	1.62	4.3	2.53	1.66
CENPO	5.37	4.66	7.09	2.08	3.33	5.29	1.99	2.38	7.04	5.43	3.01	10.97
CENPQ	0	0	0	0	0	0	0	0	0	0	0	0
CENPT	28.42	11.67	10.29	10.61	20.37	22.51	25.9	0	10.01	17.16	20.63	3.85
CENPU	0.1	0	0	0	1.5	0.37	0	0	0	0	0.52	0
CENPV	0.99	3.92	5.87	0.73	4.6	0.13	0	0	0	2.49	0	0
CENPX	0	0	0	0	0	0	0	0	0	0	0	0
CEP104	5.81	0	0	0	0	0.26	0	0	0	0.91	0	0
CEP112	0	0	0	0	0	0	0	0	0	0	0.13	0
CEP120	0	0	0	0	0	0	0	0	0	0	0	0
CEP126	0	0	0	0	0	0	0	0	0	0	0.08	0
CEP128	0	0	0	0	0	0	0	0	0	0	0	0
CEP131	0	0	0	0	0	0	0	0	0	0	0	0
CEP135	0.05	0	0	0	0	0	0	0	0	0	0.73	0
CEP152	0	0	0	0	0	0	0	0	0	0	0	0
CEP162	0	0	0	0	0	0	0	0	0	0	0	0
CEP164	0	0	0.38	0	0.1	1.34	0.48	0.34	0	0	0	0
CEP170	0.48	0	1.76	0.69	0.24	0.87	0	0	0	1.12	1.58	2.16
CEP19	0	0.13	0	0.67	1.63	1.49	0	0	0.65	0.27	0.3	0
CEP192	0.13	0	0	0	0.12	0.24	0	0	0	0	0	0
CEP20	0	0	0	0	0	0.73	0	0	0	0	0	0
CEP250	0	4.83	0	5.87	1.89	1.31	0	0	0	5.41	0	0
CEP290	0	0	0	0	0.05	0	0	0	0	0	0	0
CEP295	0	0	0	0	0.42	0.06	0	0	0	0.08	2	0
CEP350	0.97	0.81	0	0.64	1.55	2.75	0	0	0	1.24	0	0.34
CEP41	0	0	0	1.24	0	0	0	0	0	0	0	0
CEP43	0	0	0	0.03	0.18	0	0	0	0.45	0	0	0.2
CEP44	0	0	0	0	0	0	0	0	6.3	0	0.4	0
