gene	Hugo_Cell_2016-Pt1	Hugo_Cell_2016-Pt2	Hugo_Cell_2016-Pt4	Hugo_Cell_2016-Pt5	Hugo_Cell_2016-Pt6	Hugo_Cell_2016-Pt7	Hugo_Cell_2016-Pt8	Hugo_Cell_2016-Pt9	Hugo_Cell_2016-Pt10	Hugo_Cell_2016-Pt12	Hugo_Cell_2016-Pt13	Hugo_Cell_2016-Pt14	Hugo_Cell_2016-Pt15	Hugo_Cell_2016-Pt19	Hugo_Cell_2016-Pt20	Hugo_Cell_2016-Pt22	Hugo_Cell_2016-Pt23	Hugo_Cell_2016-Pt25	Hugo_Cell_2016-Pt27A	Hugo_Cell_2016-Pt27B	Hugo_Cell_2016-Pt28	Hugo_Cell_2016-Pt29	Hugo_Cell_2016-Pt31	Hugo_Cell_2016-Pt32	Hugo_Cell_2016-Pt35	Hugo_Cell_2016-Pt37	Hugo_Cell_2016-Pt38
DDRGK1	35.3446	59.40505	41.4092	49.1471	41.5056	93.406	66.15495	63.86795	46.1566	43.3907	42.0482	25.41415	110.8405	181.4505	42.7849	38.67665	36.35995	138.066	43.4877	37.6895	73.54735	47.03425	87.6083	45.935	39.9875	65.8467	32.8419
DDT	37.6685	78.4838	30.8924	35.4549	13.60905	75.6415	44.2554	65.0525	80.8305	20.90735	8.84998	25.59	165.431	106.695	73.24865	16.20505	102.715	129.383	44.6776	38.78235	53.2094	85.1311	251.082	85.7941	49.4865	150.297	41.399
DDX1	46.8754	49.0741	36.96765	43.94385	57.3422	56.71855	37.83015	52.3299	44.3408	60.03355	42.2107	60.1673	44.01025	26.284300000000002	42.4077	48.1074	63.18405	50.93015	43.66525	43.6989	63.5926	33.2395	28.7185	34.2312	55.4084	27.0185	25.8101
DDX10	9.06055	5.490555	3.71314	7.05922	7.603355	5.046325	7.958865	6.3436	7.04523	5.566825	7.61068	21.5594	6.493355	2.989655	5.432705	6.011965	8.998695	7.42797	9.85135	9.556595	9.44558	9.19903	5.38048	11.5551	6.91242	8.08412	16.0563
DDX11	7.807985	5.184155	5.197235	5.16646	2.628705	14.13375	3.40967	5.115715	6.872015	7.80858	2.895005	7.44441	6.27039	11.5553	6.366185	3.05706	11.8638	7.487	4.180235	3.49933	4.79144	6.953995	2.86476	6.15746	7.45078	5.94909	3.90499
DDX17	106.3565	79.06925	100.3045	110.5415	72.5501	104.326	58.9657	68.3122	149.523	79.98755	87.2218	71.5413	93.6739	52.7463	97.6979	80.8646	56.46775	55.9566	86.40135	149.4905	72.95735	121.8205	47.9229	124.929	99.5091	73.0523	94.1935
DDX18	27.61865	27.41555	37.52805	29.2443	30.15605	20.32305	19.4601	16.20005	39.81935	26.05825	19.79415	30.1866	13.8171	16.29395	16.0079	24.57455	18.198	15.9265	26.21685	29.71705	21.31055	19.42745	25.9022	32.6386	35.4936	22.8998	35.7861
DDX19A	15.6312	14.15945	12.6772	24.60865	13.501	14.55785	15.64	16.58325	9.467615	13.6099	13.4803	18.719	11.68555	11.9878	8.534995	11.2461	7.740045	11.89615	13.437	13.33735	14.71135	8.89984	8.44473	13.0947	16.8177	21.7675	12.2961
DDX19B	9.784005	11.2653	10.9594	13.00135	8.73282	9.14036	9.8115849999999991	14.2206	5.95762	8.61553	9.14863	7.479125	6.278915	7.72028	7.669375	11.9545	6.915285	7.63954	14.19455	13.27555	11.6228	6.988635	12.1729	6.39031	6.55918	13.2278	9.93967
DDX20	9.79923	4.676735	6.902295	10.06076	8.28802	8.01772	4.86886	5.21599	5.201225	7.978605	6.74113	7.71513	9.007005	4.851585	9.2915	7.02921	6.47331	5.84479	7.133455	8.883805	5.21667	7.656605	1.94127	5.29535	9.71873	5.1866	5.42577
DDX21	39.022	35.90925	41.12695	58.95355	34.45785	13.41555	22.13275	16.47715	39.0262	46.01995	14.5005	64.77495	17.90545	13.0907	15.93765	22.31025	17.65525	8.387055	44.94485	48.55545	49.1684	47.2851	37.1184	19.7355	29.21	56.9626	54.3392
DDX23	28.3059	26.1806	33.4765	27.3234	33.259	18.65535	31.4548	23.103	24.46165	36.70685	35.8218	29.8055	21.5054	30.85655	25.19625	31.90445	23.90835	30.5821	22.3954	22.10145	39.8666	25.93	15.8937	24.758	53.3335	21.2687	27.9255
DDX24	57.32695	41.71385	45.51215	59.85435	120.979	36.47465	30.2224	65.9386	45.4212	75.6564	51.3073	38.278	38.64055	51.17395	62.8874	42.96325	25.16245	39.17515	37.088	37.30245	37.4659	39.6928	79.0198	69.6319	59.5299	55.3975	67.8238
DDX25	0.04712315	0.07964195	1.299505	0	0.2924505	0.7708635	0.04409635	0.883223	0.4797445	0.05585765	0.5791695	0.0060305	3.537845	1.566965	1.20664	0.189664	0.4034255	2.42062	0.0247331	0	0.0361915	2.695665	1.08359	3.66498	1.20811	0	0.0771279
DDX27	23.65375	13.04655	29.48895	29.97145	18.76995	30.48465	21.4823	26.20555	31.09135	32.98165	16.3582	38.90055	45.18985	33.60395	22.7272	18.80255	21.28285	39.3148	19.65465	19.52225	36.2115	21.05765	36.621	37.0484	32.6533	45.0294	37.165
DDX28	6.487765	5.31722	6.822825	7.651345	7.19465	7.649235	6.55466	7.56492	3.416595	4.9302	3.65482	5.441995	10.31201	5.6817	6.728015	5.34768	5.9032	11.9705	6.63218	5.50031	13.477	4.56513	7.62103	4.59069	9.14566	9.1831	5.22226
DDX31	3.98054	3.765775	8.291645	4.58983	5.858915	5.64998	5.16071	3.40439	7.70678	4.73714	3.49631	7.2407	6.363345	2.41787	4.51242	3.953455	5.902235	4.3136	5.2037	5.79763	5.782	6.01229	5.44812	2.74836	5.58408	6.25833	4.15773
DDX39A	31.8759	25.2775	29.8621	40.42175	18.12985	107.3475	81.68155	69.82345	59.86685	95.31735	23.8894	44.4503	107.8835	96.30175	57.0121	33.88525	96.03155	182.806	27.60655	18.31035	82.4614	48.84805	143.411	69.8665	38.8185	63.2212	74.2221
DDX39B	11.98975	8.19312	21.4323	24.325	22.00455	9.20892	10.056645	6.232015	7.70673	6.35731	18.0597	10.76555	20.01435	23.2234	10.7847	16.1321	18.01575	24.7312	8.663485	9.25166	16.99375	10.47205	9.91468	9.54176	10.8717	10.1069	8.96107
DDX3X	79.72325	55.0619	63.39835	73.6856	85.09345	56.4826	43.689	49.4511	56.2077	76.3923	76.2951	81.4656	27.54595	30.05395	74.86675	63.98365	35.12175	23.56125	61.22335	78.3603	69.95465	67.87425	17.838	29.3299	54.4199	31.0261	53.0932
DDX3Y	0.0686111	25.9529	2.44345	16.72075	2.89938	0	1.899785	2.739685	23.31915	3.002615	0.0401703	0.00859288	9.9128	12.6194	0.05335665	14.4232	6.04801	1.173205	14.56065	24.0324	10.47885	6.403895	5.745	0.0150129	0.0232982	0.0160965	0
DDX4	0.02858205	0	0	0	0	0	0	0.0112696	0.0351096	0.0180545	0.0075176	0.00417912	0.00732035	0	0	0	0	0	0	0	0	0.0083289	0	0	0	0	0.271101
DDX41	29.28545	26.63405	27.24935	36.7022	26.76035	29.8917	56.50285	27.0985	25.9622	19.8095	30.4321	25.17105	40.68705	50.76705	29.41335	29.15155	38.99895	79.98255	27.1355	25.81535	51.97135	21.5392	63.7884	21.3484	27.9012	68.8095	33.1948
DDX42	47.1107	40.2341	40.2579	36.5692	45.31375	25.8959	44.1928	26.9039	29.1806	20.84495	27.66805	23.61805	21.95675	23.8571	32.84835	33.6103	26.38885	25.7484	33.9188	37.84525	30.36595	43.0208	25.2744	48.7726	25.3973	34.4968	29.6888
DDX43	0.03682	3.07694	0.03067645	0.00588715	0.05707355	6.132695	0.1414845	0.2367425	0.04239205	0.0359961	2.2388	0.03307745	0.10168335	0.05309555	0.2061555	0.633437	0.08966725	0.0441914	0.03990205	0.05040085	0.288686	0.2127745	2.23189	0.04533	0.0183884	0	0.17906
DDX46	13.80235	11.3158	16.91285	21.6062	17.6717	10.58305	8.375185	6.641785	17.12285	10.7958	11.0965	11.9408	6.459695	5.560645	9.11706	16.5147	9.335185	6.5933	16.5839	18.00215	12.16455	13.50275	20.4795	18.097	17.4744	20.1362	26.0442
DDX47	37.77425	27.6029	42.94355	42.17545	31.1369	36.03985	34.3794	25.6585	27.38905	33.667	31.00385	45.3001	19.83495	22.3747	31.75835	36.77305	25.29825	27.9278	26.1511	28.4955	33.56765	22.92185	15.9354	15.9642	28.6348	14.522	28.9204
DDX49	15.10965	14.93535	15.8863	26.2756	8.18121	35.00445	44.69795	40.4754	21.78545	19.39855	14.5215	27.62085	38.24115	45.39565	28.72805	13.61685	25.4115	109.431	26.612	22.6152	45.0915	33.1331	54.8472	33.2839	23.3244	35.085	18.1588
DDX5	368.9355	180.969	149.8725	245.883	188.373	155.8045	139.6635	174.4235	271.5305	162.6345	173.6	135.963	114.2845	74.8281	159.1235	195.231	87.0227	55.6158	118.857	126.927	167.983	172.4275	68.6698	211.973	135.033	89.2074	199.893
DDX50	11.60635	19.32745	19.246	16.99355	13.1144	9.21436	9.10992	12.5515	11.96895	17.7905	10.3141	22.6071	16.1557	8.372325	13.0164	12.3526	14.9133	10.7608	17.3938	18.57255	16.2619	17.4856	6.0615	11.4281	13.2965	15.067	19.5808
DDX52	6.591925	6.477795	7.64912	2.62874	12.7701	3.461155	3.504955	4.288845	6.48736	3.41354	5.366195	7.392925	3.59574	2.91924	2.6674	5.87946	4.005415	3.421795	4.953445	5.709505	6.86692	4.63868	3.532	7.55016	7.90446	6.64309	4.87121
DDX53	0.01203835	0	0	0	0	0	0	0	0	0	0	0.03100657	0	0	0	0	0	0	0	0.02643475	0	0	0	0	0	0	0.0539457
DDX54	9.137535	14.79235	15.93645	14.48625	18.9062	11.5833	28.478	15.62665	15.1605	20.5497	16.0011	25.8019	11.117	59.60405	23.1081	16.1653	18.8606	27.90325	22.23995	22.41	26.24735	9.220085	43.5284	18.6713	18.3349	40.4339	30.129
DDX55	7.12069	9.07015	10.7927	9.960965	8.13187	6.09646	8.517505	8.50557	8.07355	18.6215	7.254975	8.100595	10.9536	7.51782	7.44827	7.696235	9.746835	6.944295	7.411975	9.15163	6.380615	8.243235	15.5493	14.1015	17.3777	8.392	13.7404
DDX56	23.29305	19.12305	29.85305	13.27225	12.938	41.93755	73.3687	46.9738	32.34435	26.9937	19.80995	21.1519	59.5178	80.0562	20.3839	14.4318	32.66	46.0045	18.16085	16.032	39.98115	26.5317	95.778	26.8098	34.4827	26.7119	21.3656
DDX58	2.87533	5.99065	1.26428	0.923322	1.81395	1.55758	3.236775	3.526635	2.594825	4.041235	5.03134	13.07415	2.62583	0.5062165	3.49989	4.50128	6.577765	1.30751	3.710685	2.44501	8.60612	2.941695	4.1137	2.47928	3.70174	1.84233	12.2797
DDX59	9.550005	11.0482	15.25665	20.71305	9.93688	8.524605	5.786965	6.838475	8.821365	5.67835	12.0709	10.97175	9.027025	7.41266	10.1605	12.13035	11.2651	6.809125	7.701585	10.0545	4.93624	8.033505	5.91192	7.07809	7.47321	9.54078	5.82034
DDX6	16.01705	16.21035	18.7848	15.22035	33.65595	13.73935	13.3988	16.08825	20.7398	15.2082	35.87125	21.9722	9.235505	6.919	23.7518	37.06355	11.48275	19.55325	32.77355	40.9453	20.81915	24.2199	11.4476	30.1781	21.0783	14.2172	40.7107
DDX60	4.5745	4.979985	2.16965	4.19869	2.913615	1.37448	3.49332	3.879145	1.670345	3.83457	5.604185	6.161055	3.11886	0.9156755	7.21658	5.53327	4.06431	1.480005	8.324995	5.91723	3.3316	5.26824	0.742336	2.7308	2.54776	1.69115	12.9623
DDX60L	3.220075	5.595195	0.5523885	1.878325	4.98416	1.286625	4.61147	6.17176	1.939915	3.36214	3.73382	4.88013	3.61282	0.7367655	8.404765	4.931235	6.74246	0.957035	3.316095	3.02216	2.56168	1.63665	1.01603	2.59089	2.96529	2.10314	8.59584
DEAF1	4.89066	5.7549	5.20691	17.429	12.84635	20.0476	11.42515	6.19926	8.789765	5.37501	10.0995	13.97185	8.009625	10.978	11.28215	6.847445	7.195515	19.93865	31.2242	30.9202	14.7867	10.47395	11.9523	19.3397	7.22964	50.5137	14.5925
DECR1	34.66775	153.8305	61.10995	43.9334	77.247	41.91455	64.3031	104.159	66.76715	54.35775	81.64335	26.23445	32.6693	31.30755	71.77395	85.07065	61.58195	83.5235	38.64645	34.2889	53.8553	67.56415	50.5415	48.4442	37.7899	54.7283	46.2832
DECR2	5.922875	34.7102	6.847155	5.187795	2.857625	13.8142	23.63285	13.0241	11.25975	20.02065	8.624635	7.920055	8.479375	21.9381	10.8449	6.268355	16.16595	41.1157	13.867	11.7954	14.88475	5.995395	9.48861	15.1759	10.3791	21.4163	10.4671
DEDD	19.26165	17.4505	24.33805	16.9806	13.4351	13.42995	15.51895	13.4011	14.76645	15.21615	19.6764	14.8348	15.03745	32.5364	17.5896	18.42015	18.85685	29.72935	14.12595	13.33295	21.44525	9.85159	21.5056	22.6562	13.0802	15.8259	14.51
DEDD2	12.12225	14.87915	12.95145	16.10615	13.759	20.71125	31.0335	18.5983	18.7303	10.20745	14.5988	20.74925	18.52705	39.103	24.3458	12.03985	15.97485	23.8767	13.5645	11.8739	43.098	10.595635	44.2276	25.2814	9.02678	22.9561	26.3162
DEF6	3.81414	2.824625	3.20372	8.40853	1.695135	1.579825	5.22886	6.735355	1.003279	3.216945	6.26667	3.721845	5.354655	5.85653	29.1897	7.959625	8.88504	13.05105	6.56911	3.904925	32.26315	5.537445	5.2548	18.1028	6.17247	2.95236	45.8307
DEF8	29.43325	17.64375	28.99245	46.6213	23.0418	51.59085	28.05585	49.02215	16.28165	29.4026	22.9985	36.14145	57.8022	40.7002	37.50365	28.537	34.70055	53.45635	29.6969	30.24715	38.13095	16.0219	39.1023	28.4165	60.0479	46.9394	29.6104
DEFA4	0	0.187809	0.156468	0	0.04238945	0	0	0	0	0	0.0980275	0	0.0690695	0	0.0915495	0	0.1147975	0	0	0.0566815	0	0	0	0	0	0	0
DEFB126	0	0	1.0698825	0	0	0	0.6927945	1.008504	0	0	0	0	0	0	0.0962095	0	0	0.282605	0	0	0	0	0.629028	0	0	0	0
DEFB4A	0	0.69982	0	0	0	0.3252205	0	0	0	0.798	0	0	0	0	0.39553	0	0	0	0.284737	0.320978	12355.7	1.0303845	0	0	0	0	0
DEGS1	84.4531	67.65225	79.27525	84.3523	45.63445	57.1067	42.9048	36.6923	88.61905	47.21	91.7857	64.34995	70.97955	51.8609	70.29745	87.79425	33.27545	34.5308	40.1605	36.5675	142.734	46.96175	55.0722	41.9978	70.897	49.6827	43.4461
DEGS2	0.0816069	0.332159	0.201046	0.01154535	0	0.1147175	0.159344	0.7047305	0.0472599	0.0203025	0.170999	0.04274715	0.337753	0.334868	0.879759	0.2827715	0.1549565	0.3259565	0.283044	0.217525	56.4933	0.4912295	0.109104	0.502832	0	0	0.749789
DEK	46.43625	49.3036	81.47	78.1761	43.65595	35.2578	31.3199	38.478	37.6751	43.131100000000004	53.65785	103.5605	43.69495	26.28635	46.1116	67.40095	63.3196	29.40135	83.294	71.00705	33.6948	90.3305	53.7196	61.3835	94.2186	70.14	69.9391
DENND1A	3.62623	4.295095	16.19455	5.00639	5.826505	2.810375	6.673095	6.17618	19.79465	4.823095	10.6872	10.6301	9.21181	13.66845	12.7033	7.474005	8.74729	8.44925	31.5649	32.72225	5.398165	5.89467	17.4114	6.29927	11.2222	24.885	10.3169
DENND1B	3.707885	1.668115	1.7777	0.637998	2.17794	1.749435	1.262615	2.86246	2.562025	0.358078	3.84528	1.72792	1.311915	1.343225	4.563325	3.372675	2.230425	0.72381	1.189125	0.8237025	2.429515	3.13323	0.771069	1.59677	1.46529	0.148216	2.1994
DENND1C	1.469475	2.766125	0.875436	0.160412	0.7582115	1.302655	2.57175	1.87184	0.4648845	0.2976005	3.043755	1.078035	4.0369	7.785385	11.77175	3.884485	4.24146	10.22289	3.08351	1.80384	3.927475	4.44282	2.36962	0.806233	0.870509	3.30987	32.9512
DENND2A	0.7826345	0.652384	12.0937	0.4602645	0.5823235	0.4130065	0.807341	0.373768	0.7560115	0.8846975	1.32844	1.56124	0.858005	1.17741	0.401307	3.59545	3.3846	6.21986	0.524969	0.1846435	0.26352	9.131685	4.82855	1.83446	4.82046	0.425976	0.882855
DENND2C	0.605811	0.5632335	0.0825316	0.615339	0.3181235	0.2806405	0.0673544	0.234167	0.498018	0.191347	0.364265	0.4389365	0.06201145	0.3084165	0.197664	0.388753	0.283961	0.0351032	0.0798464	0.02662515	6.32504	0.153875	0.0809501	0.310956	0.100339	0.290308	0.0834415
DENND2D	3.747065	3.35978	1.80458	0.487619	4.67153	1.11208	2.027715	6.39013	0.499571	0.8719825	2.166645	2.023945	6.7937	1.74225	12.8605	4.917375	9.886265	4.24944	2.07349	0.90034	17.50005	7.83867	4.28682	2.60587	4.00376	14.6459	24.8762
DENND3	2.340475	1.69458	1.39436	0.4993395	1.92219	2.82112	1.798495	2.68913	3.894775	3.347535	6.44336	4.87113	2.2886	2.04554	7.23595	5.34852	5.916475	2.45881	6.29467	6.32428	2.040425	3.621145	1.14859	1.87595	1.00532	1.39214	15.729
DENND4A	3.666875	5.006905	3.819535	3.894515	5.980335	1.67396	1.95714	3.47003	3.027375	5.89821	3.78535	3.47468	1.635445	0.8860565	3.02117	3.96775	1.354145	0.5957735	4.38889	6.23081	1.71905	3.223705	0.682954	2.07446	2.31038	1.42419	7.67057
DENND4B	11.53825	10.82595	22.18325	13.31785	9.730535	10.421355	10.886235	8.458425	6.843265	9.82446	10.1531	14.5513	13.95315	53.1604	14.9733	10.65645	25.2393	19.36565	10.58765	11.6452	6.821975	10.31415	25.5606	12.2445	14.2651	18.1408	22.6226
DENND4C	9.032355	8.65283	3.95891	6.161595	14.0245	7.15234	4.084005	3.89974	5.105825	9.89507	3.39052	5.88064	3.102215	1.27279	4.00551	5.574155	3.71316	1.5886	9.571315	13.91035	5.401015	6.41253	2.29828	3.12308	5.31423	3.8735	4.53285
DENND5A	14.2772	11.25805	17.7045	23.9903	21.31375	28.1323	16.10275	12.5519	21.9527	20.43075	21.10135	18.2675	8.55913	6.464385	12.98965	19.54395	12.29965	7.174565	24.9692	25.2298	4.446815	10.5263	12.3887	12.1913	8.03683	17.7838	18.0161
DENND5B	3.8304	2.784495	3.30798	4.21813	5.170795	3.29159	1.955105	2.34098	1.061635	0.816921	2.313115	1.787415	2.35447	1.12953	2.76093	2.94422	1.283795	1.48506	9.214435	12.13515	0.342367	4.92338	2.6471	3.14842	3.03992	4.15134	6.43197
DENND6A	9.36103	4.931105	6.917355	9.54769	4.676395	10.9616	6.824675	7.064655	4.907645	4.15458	7.04151	7.224985	5.86213	6.501225	8.32399	8.763835	5.23108	3.413275	11.9366	13.2489	6.110825	10.475	2.85074	4.14542	3.41744	4.15722	7.12685
DENR	20.6257	30.56255	29.5351	36.14605	36.6835	15.1827	20.34395	24.42045	34.683	44.75255	32.09425	40.7029	24.46135	19.8008	14.9794	38.38865	23.17425	15.30405	23.53845	22.7685	29.39935	22.68275	30.1084	34.5158	37.6916	15.9118	32.354
DEPDC1	2.854535	0.2009775	1.84169	2.87037	2.566845	3.50347	1.90552	4.701505	6.798005	6.75416	2.375835	12.82725	5.5126	1.840925	0.731224	4.6675	3.988335	1.44687	4.132285	2.1206	1.614965	3.192505	0.801157	2.54911	7.65292	0.848275	2.12039
DEPDC1B	2.3995	1.35945	4.35287	3.02396	2.245175	3.80706	2.01487	4.456795	3.838145	1.680325	1.416995	4.879425	6.3532400000000004	2.561325	2.315255	5.00657	6.304945	2.81379	2.87489	1.73153	4.74984	5.049955	4.20386	1.79561	3.28135	2.6027	4.27994
DEPDC4	0.1358635	0.2178705	0.4224295	0.317253	0.340813	0.1720485	0.03062085	0.3858865	0.5630385	0.3990455	0.230481	0.2215615	0.160083	0.0771705	0.0997494	0.29964	0.383916	0.43569600000000003	0.5224935	0.371085	0.308339	0.362174	0.152624	0.0637062	0.0999079	0.425356	0.428471
DEPDC5	3.64951	4.10347	5.64774	4.76438	4.074045	3.812805	2.435905	2.39804	4.82119	3.582295	1.523845	1.80941	2.69895	5.44126	2.532705	2.748035	1.912745	1.934025	2.837525	3.12295	2.861375	3.32395	4.39407	3.8438	3.48643	2.84531	4.05581
DEPDC7	1.1151955	8.236895	1.37799	0.0416661	1.055225	3.70883	1.979685	2.347975	3.44494	2.475385	7.285395	3.165525	0.889293	0.9863545	5.48614	3.96301	1.63593	0.9747755	0.1685825	0.199965	5.76647	1.15794	0.748226	0.929305	2.49703	0.137076	0.942566
DEPTOR	10.8417	7.18431	2.89689	2.708755	2.38362	5.87457	0.943567	18.902	12.25465	2.262315	5.957215	1.49541	1.86584	2.41545	3.491245	6.45614	2.73879	2.74561	3.67594	5.212015	2.84861	3.372625	0.681108	17.3756	0.716499	7.90132	3.05758
DERA	17.2048	39.54155	45.5548	40.8006	53.2868	85.02705	20.17685	43.4767	15.53005	30.27585	19.9336	19.9185	42.614	23.24095	51.06635	19.56385	26.6469	34.4328	49.41715	54.38085	23.04655	41.14935	10.5793	12.8684	63.7577	62.645	16.1118
DERL1	39.07535	42.7013	38.67305	37.82475	41.2892	21.09365	39.1758	30.9854	61.55505	34.2648	53.8682	22.8399	20.5517	17.77735	49.74945	48.4123	34.43155	30.59245	25.698	25.2574	23.05495	30.7336	42.7231	28.8053	19.7581	30.4511	36.6554
DERL2	26.6612	32.8064	19.1869	39.57595	43.68215	38.3462	35.62575	51.4191	33.6757	30.7085	35.97135	25.2165	63.697	34.2467	41.31305	39.7018	44.92945	50.4785	15.51555	13.4716	35.7202	33.71215	35.9513	37.2726	47.6072	22.8599	33.6574
DERL3	10.545135	1.3123	1.0373785	0.3952925	1.0340715	2.768265	1.652965	14.36445	3.983675	1.300715	1.520745	0.4313025	9.22094	11.8968	76.24305	62.1867	8.077335	8.832665	5.88085	2.632295	2.061945	11.2598	13.3549	3.87251	0.436131	11.0492	17.4215
DES	3.0687	0.085074350000000007	0.1647365	0.457739	0.151122	0.7547795	0.308045	1.88636	0.604683	0.1660665	1.0758675	1.29566	20.41665	215.837	0.07227745	5.678625	0.6933705	2.6709	0.472647	0.2837355	13.1814	0.7399365	2.60948	5.92956	0.142481	0.28772	1.94848
DESI1	9.022375	16.4571	8.110105	15.0966	8.39056	12.4901	11.96835	11.4717	39.8849	10.85085	14.5189	22.9406	14.3824	33.0977	12.4398	9.04678	12.55605	11.0087	14.3835	14.1358	17.6589	22.5283	28.6782	15.1942	18.9508	27.503	13.9758
DESI2	20.31115	14.79665	31.1919	24.95265	14.5955	21.798	11.1235	9.45157	20.45395	16.13655	16.77485	16.00965	13.3831	17.1703	15.6743	23.64455	18.0934	13.2967	17.01685	17.26235	14.8707	16.2164	17.6761	20.8568	16.6213	11.293	10.4728
DET1	4.319525	3.481145	10.03366	6.822785	7.004675	2.828695	2.73662	3.276065	2.40271	3.28283	2.06516	2.807525	5.623875	5.393805	3.810305	3.41986	1.397815	6.62729	4.581455	5.79306	1.249635	4.02886	4.33813	1.94595	5.85634	4.96939	3.33283
DEXI	19.16765	21.7214	15.9458	27.04275	27.90685	22.8782	49.8501	21.50835	11.7043	11.1039	14.07305	27.14115	39.19555	32.3059	40.4417	13.76235	28.96525	70.77895	30.73355	30.5069	24.85425	29.0381	55.5165	32.7923	23.0464	42.504	31.0607
DFFA	16.63655	11.2618	12.9295	12.9688	7.69972	9.26414	9.53334	8.191955	11.44335	18.6628	15.6094	16.1673	5.00414	10.17562	9.36756	10.5605	16.42165	16.08465	29.1879	37.5094	15.21395	11.2799	39.0777	30.0695	29.7575	42.3672	17.8706
DFFB	3.06815	2.183135	2.246335	3.38303	2.0932	2.7662	3.266615	2.88588	2.50902	2.595715	3.09429	3.35788	1.322375	1.810745	3.446475	2.727415	2.28246	2.750225	3.562085	3.88517	1.63749	3.14674	2.18334	2.63102	4.74283	2.63806	3.10164
DGAT1	6.1398	7.63795	7.841335	5.99845	5.755085	7.45102	22.66925	12.85865	8.419525	5.40911	9.68868	4.499935	16.62935	27.36995	14.7996	7.520105	17.61365	35.7557	6.07027	6.48115	14.1962	9.58142	21.6944	15.8523	8.8933	31.4333	7.65917
DGAT2	3.61125	33.6286	1.392965	6.71572	0.538346	2.373995	3.25205	7.42974	5.85717	1.89828	3.3564600000000002	35.68045	1.035744	5.91799	2.84491	8.978915	8.502045	8.846535	15.18185	1.46778	70.9748	0.8947945	0.874784	2.17074	4.01582	4.63542	4.34812
DGCR2	19.55765	19.97325	26.6773	29.7447	31.8246	30.2594	22.82655	23.69815	34.20965	24.75055	15.5834	16.15605	27.9798	67.68025	27.34345	19.8708	11.28435	28.4179	25.40075	27.2791	52.698	30.50555	46.3537	63.4426	32.7895	24.666	46.521
DGCR6L	22.29785	45.24475	29.04255	24.3351	21.7421	64.00785	33.0459	50.99245	35.014	36.4923	13.94765	18.61485	40.24685	204.7655	61.0136	23.6696	39.71835	83.73955	29.88125	26.7328	46.13115	30.31065	113.649	94.8933	56.9362	78.6596	62.4011
DGCR8	8.00047	5.53736	8.6005	11.55265	7.21029	10.7741	10.5087	6.481495	10.7131	8.302645	6.5358	9.101955	6.43384	9.44423	8.480615	8.10321	7.7554	9.33074	10.73965	9.438845	10.2696	7.446395	8.25336	14.5176	9.82749	7.21687	9.40795
DGKA	6.68376	2.197675	1.42106	10.43095	1.73772	1.878895	2.33623	5.50644	7.147	15.9868	7.26444	3.247955	2.050855	4.085615	9.772265	6.77174	4.659125	3.081125	3.44849	3.26592	26.08895	3.33853	2.61818	9.23814	1.94753	1.77045	24.8256
DGKB	0.00445225	0.004646845	0.0058321	0.00280282	0.00566885	0.00523245	0.0447892	0.1131536	0.00241599	0	0.112639	0.288651	0.00713954	0	0.003690905	0.0322475	0	0	0.004179195	0	0.020261500000000002	0.003089625	0	0.329965	0	0	0
DGKD	8.89064	2.790775	5.44619	5.38076	3.192075	10.19014	4.04254	4.518425	8.408595	3.234645	2.79372	5.152045	2.301855	10.061015	4.661585	3.923195	3.41019	3.54734	3.41585	3.57611	1.862435	2.772175	4.06479	6.43072	6.74768	4.72944	16.0419
DGKE	0.596678	0.6549645	0.2364395	1.20616	0.808822	0.4942125	0.2252125	0.3415435	0.180069	0.2963825	0.357354	0.3630075	2.20548	0.172641	0.9009785	1.09516	2.4968	0.4040855	0.200039	0.153426	0.4972425	1.21707	0.897358	0.295345	0.415031	0.132181	1.27376
DGKG	1.550265	1.00778	0.356076	0.5875065	1.317695	1.604675	1.95778	0.702803	0.6865035	1.347375	0.6792815	5.07609	1.14709	1.262545	0.76584699999999994	0.667767	0.679959	0.093791	0.5362645	0.5711935	0.143564	1.263395	3.39526	0.0504022	1.43085	3.01618	1.1374
DGKH	0.4703255	0.4540285	0.4823765	1.154344	1.0095185	0.2216525	0.339151	0.08699195	0.7640735	0.743155	0.5291755	0.46145	0.1335885	0.07385935	0.2802775	0.594309	0.435843	0.04189055	1.543545	2.92327	0.5105735	1.13363	0.259444	0.542865	0.603628	0.189982	0.209388
DGKI	0.1416625	0.029603	2.12699	0.376986	0.50449600000000006	0.0429654	0.7311875	0.217888	1.080605	1.892435	0.1488735	0.123867	0.9571905	0.03073305	0.01705575	0.446937	0.85945	0.0418922	0.0443585	0.0695777	0.1051063	0.2405015	1.11001	0.73873200000000006	1.05662	0.0792125	0.0697342
DGKQ	4.76859	3.776135	2.28746	8.719155	4.92413	9.12979	10.5995	5.92611	3.215325	2.09128	4.95096	6.61293	8.03095	19.26705	7.548715	2.518015	13.21305	13.38265	4.834195	4.66623	8.074255	6.15355	8.00466	6.51084	4.43138	7.8517	7.95667
DGKZ	14.8007	6.23652	10.3501	16.50265	11.2467	22.54255	20.14675	15.94715	13.7572	13.22025	14.4221	24.6255	15.7563	36.49245	25.14045	13.3466	18.26975	22.9167	14.78735	11.9435	27.64885	13.9318	34.9142	15.1346	20.0186	34.2678	33.9363
